"","sat","yr","doy","time","utm","site","evi","uniqueuserid"
"1","L",2013,106,2013-04-16,43,"524420-1",NA,"524420"
"2","L",2013,115,2013-04-25,43,"524420-1",0.153605936048684,"524420"
"3","L",2013,122,2013-05-02,43,"524420-1",NA,"524420"
"4","L",2013,131,2013-05-11,43,"524420-1",NA,"524420"
"5","L",2013,138,2013-05-18,43,"524420-1",NA,"524420"
"6","L",2013,147,2013-05-27,43,"524420-1",0.0809194025803828,"524420"
"7","L",2013,154,2013-06-03,43,"524420-1",NA,"524420"
"8","L",2013,163,2013-06-12,43,"524420-1",0.111801392380584,"524420"
"9","L",2013,170,2013-06-19,43,"524420-1",NA,"524420"
"10","L",2013,179,2013-06-28,43,"524420-1",NA,"524420"
"11","L",2013,186,2013-07-05,43,"524420-1",NA,"524420"
"12","L",2013,195,2013-07-14,43,"524420-1",NA,"524420"
"13","L",2013,202,2013-07-21,43,"524420-1",NA,"524420"
"14","L",2013,211,2013-07-30,43,"524420-1",NA,"524420"
"15","L",2013,218,2013-08-06,43,"524420-1",NA,"524420"
"16","L",2013,227,2013-08-15,43,"524420-1",NA,"524420"
"17","L",2013,234,2013-08-22,43,"524420-1",NA,"524420"
"18","L",2013,243,2013-08-31,43,"524420-1",0.706738579892966,"524420"
"19","L",2013,250,2013-09-07,43,"524420-1",NA,"524420"
"20","L",2013,259,2013-09-16,43,"524420-1",NA,"524420"
"21","L",2013,266,2013-09-23,43,"524420-1",NA,"524420"
"22","L",2013,275,2013-10-02,43,"524420-1",0.313602916694413,"524420"
"23","L",2013,282,2013-10-09,43,"524420-1",NA,"524420"
"24","L",2013,291,2013-10-18,43,"524420-1",NA,"524420"
"25","L",2013,298,2013-10-25,43,"524420-1",NA,"524420"
"26","L",2013,307,2013-11-03,43,"524420-1",0.241899558455511,"524420"
"27","L",2013,314,2013-11-10,43,"524420-1",NA,"524420"
"28","L",2013,323,2013-11-19,43,"524420-1",NA,"524420"
"29","L",2013,330,2013-11-26,43,"524420-1",NA,"524420"
"30","L",2013,339,2013-12-05,43,"524420-1",0.116534626505712,"524420"
"31","L",2013,346,2013-12-12,43,"524420-1",NA,"524420"
"32","L",2013,355,2013-12-21,43,"524420-1",NA,"524420"
"33","L",2013,362,2013-12-28,43,"524420-1",NA,"524420"
"34","L",2014,6,2014-01-06,43,"524420-1",NA,"524420"
"35","L",2014,13,2014-01-13,43,"524420-1",NA,"524420"
"36","L",2014,22,2014-01-22,43,"524420-1",NA,"524420"
"37","L",2014,29,2014-01-29,43,"524420-1",NA,"524420"
"38","L",2014,38,2014-02-07,43,"524420-1",NA,"524420"
"39","L",2014,45,2014-02-14,43,"524420-1",NA,"524420"
"40","L",2014,54,2014-02-23,43,"524420-1",NA,"524420"
"41","L",2014,61,2014-03-02,43,"524420-1",NA,"524420"
"42","L",2014,70,2014-03-11,43,"524420-1",NA,"524420"
"43","L",2014,77,2014-03-18,43,"524420-1",NA,"524420"
"44","L",2014,86,2014-03-27,43,"524420-1",NA,"524420"
"45","L",2014,93,2014-04-03,43,"524420-1",NA,"524420"
"46","L",2014,102,2014-04-12,43,"524420-1",0.288299749661427,"524420"
"47","L",2014,109,2014-04-19,43,"524420-1",NA,"524420"
"48","L",2014,118,2014-04-28,43,"524420-1",0.120976653832284,"524420"
"49","L",2014,125,2014-05-05,43,"524420-1",NA,"524420"
"50","L",2014,134,2014-05-14,43,"524420-1",NA,"524420"
"51","L",2014,141,2014-05-21,43,"524420-1",NA,"524420"
"52","L",2014,150,2014-05-30,43,"524420-1",0.096316535577099,"524420"
"53","L",2014,157,2014-06-06,43,"524420-1",NA,"524420"
"54","L",2014,166,2014-06-15,43,"524420-1",0.114276165985069,"524420"
"55","L",2014,173,2014-06-22,43,"524420-1",NA,"524420"
"56","L",2014,182,2014-07-01,43,"524420-1",NA,"524420"
"57","L",2014,189,2014-07-08,43,"524420-1",NA,"524420"
"58","L",2014,198,2014-07-17,43,"524420-1",NA,"524420"
"59","L",2014,205,2014-07-24,43,"524420-1",NA,"524420"
"60","L",2014,214,2014-08-02,43,"524420-1",0.629090253066912,"524420"
"61","L",2014,221,2014-08-09,43,"524420-1",NA,"524420"
"62","L",2014,230,2014-08-18,43,"524420-1",0.631683853719087,"524420"
"63","L",2014,237,2014-08-25,43,"524420-1",NA,"524420"
"64","L",2014,246,2014-09-03,43,"524420-1",NA,"524420"
"65","L",2014,253,2014-09-10,43,"524420-1",NA,"524420"
"66","L",2014,262,2014-09-19,43,"524420-1",0.474593630236554,"524420"
"67","L",2014,269,2014-09-26,43,"524420-1",NA,"524420"
"68","L",2014,278,2014-10-05,43,"524420-1",0.314577149784708,"524420"
"69","L",2014,285,2014-10-12,43,"524420-1",NA,"524420"
"70","L",2014,294,2014-10-21,43,"524420-1",0.232717270534674,"524420"
"71","L",2014,301,2014-10-28,43,"524420-1",NA,"524420"
"72","L",2014,310,2014-11-06,43,"524420-1",0.191032681489419,"524420"
"73","L",2014,317,2014-11-13,43,"524420-1",NA,"524420"
"74","L",2014,326,2014-11-22,43,"524420-1",0.0990531728916508,"524420"
"75","L",2014,333,2014-11-29,43,"524420-1",NA,"524420"
"76","L",2014,342,2014-12-08,43,"524420-1",0.104121832037876,"524420"
"77","L",2014,349,2014-12-15,43,"524420-1",NA,"524420"
"78","L",2014,358,2014-12-24,43,"524420-1",NA,"524420"
"79","L",2014,365,2014-12-31,43,"524420-1",NA,"524420"
"80","L",2015,9,2015-01-09,43,"524420-1",NA,"524420"
"81","L",2015,16,2015-01-16,43,"524420-1",NA,"524420"
"82","L",2015,25,2015-01-25,43,"524420-1",NA,"524420"
"83","L",2015,32,2015-02-01,43,"524420-1",NA,"524420"
"84","L",2015,41,2015-02-10,43,"524420-1",0.612847153375368,"524420"
"85","L",2015,48,2015-02-17,43,"524420-1",NA,"524420"
"86","L",2015,57,2015-02-26,43,"524420-1",0.646429947348144,"524420"
"87","L",2015,64,2015-03-05,43,"524420-1",NA,"524420"
"88","L",2015,73,2015-03-14,43,"524420-1",NA,"524420"
"89","L",2015,80,2015-03-21,43,"524420-1",NA,"524420"
"90","L",2015,89,2015-03-30,43,"524420-1",NA,"524420"
"91","L",2015,96,2015-04-06,43,"524420-1",NA,"524420"
"92","L",2015,105,2015-04-15,43,"524420-1",0.144860825300552,"524420"
"93","L",2015,112,2015-04-22,43,"524420-1",NA,"524420"
"94","L",2015,121,2015-05-01,43,"524420-1",0.13758244134501,"524420"
"95","L",2015,128,2015-05-08,43,"524420-1",NA,"524420"
"96","L",2015,137,2015-05-17,43,"524420-1",0.10872150307478,"524420"
"97","L",2015,144,2015-05-24,43,"524420-1",NA,"524420"
"98","L",2015,153,2015-06-02,43,"524420-1",0.0837962076230608,"524420"
"99","L",2015,160,2015-06-09,43,"524420-1",NA,"524420"
"100","L",2015,169,2015-06-18,43,"524420-1",0.107888000362458,"524420"
"101","L",2015,176,2015-06-25,43,"524420-1",NA,"524420"
"102","L",2015,185,2015-07-04,43,"524420-1",0.197673870519196,"524420"
"103","L",2015,192,2015-07-11,43,"524420-1",NA,"524420"
"104","L",2015,201,2015-07-20,43,"524420-1",NA,"524420"
"105","L",2015,208,2015-07-27,43,"524420-1",NA,"524420"
"106","L",2015,217,2015-08-05,43,"524420-1",NA,"524420"
"107","L",2015,224,2015-08-12,43,"524420-1",NA,"524420"
"108","L",2015,233,2015-08-21,43,"524420-1",0.561449221415721,"524420"
"109","L",2015,240,2015-08-28,43,"524420-1",NA,"524420"
"110","L",2015,249,2015-09-06,43,"524420-1",0.399678077184522,"524420"
"111","L",2015,256,2015-09-13,43,"524420-1",NA,"524420"
"112","L",2015,265,2015-09-22,43,"524420-1",NA,"524420"
"113","L",2015,272,2015-09-29,43,"524420-1",NA,"524420"
"114","L",2015,281,2015-10-08,43,"524420-1",0.165452395483674,"524420"
"115","L",2015,288,2015-10-15,43,"524420-1",NA,"524420"
"116","L",2015,297,2015-10-24,43,"524420-1",0.158785471951187,"524420"
"117","L",2015,304,2015-10-31,43,"524420-1",NA,"524420"
"118","L",2015,313,2015-11-09,43,"524420-1",NA,"524420"
"119","L",2015,320,2015-11-16,43,"524420-1",NA,"524420"
"120","S",2015,324,2015-11-20,43,"524420-1",0.14383731234362,"524420"
"121","L",2015,329,2015-11-25,43,"524420-1",0.101936312863377,"524420"
"122","S",2015,334,2015-11-30,43,"524420-1",0.152120591366693,"524420"
"123","L",2015,336,2015-12-02,43,"524420-1",NA,"524420"
"124","L",2015,345,2015-12-11,43,"524420-1",NA,"524420"
"125","L",2015,352,2015-12-18,43,"524420-1",NA,"524420"
"126","L",2015,361,2015-12-27,43,"524420-1",0.418510248246013,"524420"
"127","L",2016,3,2016-01-03,43,"524420-1",NA,"524420"
"128","L",2016,12,2016-01-12,43,"524420-1",NA,"524420"
"129","L",2016,19,2016-01-19,43,"524420-1",NA,"524420"
"130","L",2016,28,2016-01-28,43,"524420-1",NA,"524420"
"131","S",2016,29,2016-01-29,43,"524420-1",0.599052964308826,"524420"
"132","L",2016,35,2016-02-04,43,"524420-1",NA,"524420"
"133","L",2016,44,2016-02-13,43,"524420-1",NA,"524420"
"134","L",2016,51,2016-02-20,43,"524420-1",NA,"524420"
"135","L",2016,60,2016-02-29,43,"524420-1",0.572310192460078,"524420"
"136","L",2016,67,2016-03-07,43,"524420-1",NA,"524420"
"137","L",2016,76,2016-03-16,43,"524420-1",NA,"524420"
"138","L",2016,83,2016-03-23,43,"524420-1",NA,"524420"
"139","S",2016,89,2016-03-29,43,"524420-1",NA,"524420"
"140","L",2016,92,2016-04-01,43,"524420-1",NA,"524420"
"141","L",2016,99,2016-04-08,43,"524420-1",NA,"524420"
"142","L",2016,108,2016-04-17,43,"524420-1",NA,"524420"
"143","L",2016,115,2016-04-24,43,"524420-1",NA,"524420"
"144","S",2016,119,2016-04-28,43,"524420-1",0.113942530236312,"524420"
"145","L",2016,124,2016-05-03,43,"524420-1",0.093631312420875,"524420"
"146","L",2016,131,2016-05-10,43,"524420-1",NA,"524420"
"147","S",2016,139,2016-05-18,43,"524420-1",0.109596114968797,"524420"
"148","L",2016,140,2016-05-19,43,"524420-1",0.10417248505837,"524420"
"149","L",2016,147,2016-05-26,43,"524420-1",NA,"524420"
"150","L",2016,156,2016-06-04,43,"524420-1",0.110191415124077,"524420"
"151","S",2016,159,2016-06-07,43,"524420-1",0.122164610594817,"524420"
"152","L",2016,163,2016-06-11,43,"524420-1",NA,"524420"
"153","L",2016,172,2016-06-20,43,"524420-1",0.146278694295738,"524420"
"154","L",2016,179,2016-06-27,43,"524420-1",NA,"524420"
"155","S",2016,179,2016-06-27,43,"524420-1",NA,"524420"
"156","L",2016,188,2016-07-06,43,"524420-1",NA,"524420"
"157","L",2016,195,2016-07-13,43,"524420-1",NA,"524420"
"158","S",2016,199,2016-07-17,43,"524420-1",0.369636248653207,"524420"
"159","L",2016,204,2016-07-22,43,"524420-1",0.37598753352178,"524420"
"160","L",2016,211,2016-07-29,43,"524420-1",NA,"524420"
"161","S",2016,219,2016-08-06,43,"524420-1",NA,"524420"
"162","L",2016,220,2016-08-07,43,"524420-1",NA,"524420"
"163","L",2016,227,2016-08-14,43,"524420-1",NA,"524420"
"164","L",2016,236,2016-08-23,43,"524420-1",0.447363593279418,"524420"
"165","S",2016,239,2016-08-26,43,"524420-1",0.691230167913806,"524420"
"166","L",2016,243,2016-08-30,43,"524420-1",NA,"524420"
"167","L",2016,252,2016-09-08,43,"524420-1",0.56125478695041,"524420"
"168","L",2016,259,2016-09-15,43,"524420-1",NA,"524420"
"169","S",2016,259,2016-09-15,43,"524420-1",0.604645140099548,"524420"
"170","L",2016,268,2016-09-24,43,"524420-1",NA,"524420"
"171","L",2016,275,2016-10-01,43,"524420-1",NA,"524420"
"172","S",2016,279,2016-10-05,43,"524420-1",0.397683371514552,"524420"
"173","L",2016,284,2016-10-10,43,"524420-1",0.323537610002787,"524420"
"174","S",2016,289,2016-10-15,43,"524420-1",NA,"524420"
"175","L",2016,291,2016-10-17,43,"524420-1",NA,"524420"
"176","S",2016,299,2016-10-25,43,"524420-1",0.288889935794759,"524420"
"177","L",2016,300,2016-10-26,43,"524420-1",0.251129107615636,"524420"
"178","L",2016,307,2016-11-02,43,"524420-1",NA,"524420"
"179","S",2016,309,2016-11-04,43,"524420-1",NA,"524420"
"180","L",2016,316,2016-11-11,43,"524420-1",0.178669778908442,"524420"
"181","S",2016,319,2016-11-14,43,"524420-1",NA,"524420"
"182","L",2016,323,2016-11-18,43,"524420-1",NA,"524420"
"183","S",2016,329,2016-11-24,43,"524420-1",0.109744961189746,"524420"
"184","L",2016,332,2016-11-27,43,"524420-1",0.0887631804651632,"524420"
"185","L",2016,339,2016-12-04,43,"524420-1",NA,"524420"
"186","S",2016,339,2016-12-04,43,"524420-1",NA,"524420"
"187","L",2016,348,2016-12-13,43,"524420-1",NA,"524420"
"188","S",2016,349,2016-12-14,43,"524420-1",0.192102676284492,"524420"
"189","L",2016,355,2016-12-20,43,"524420-1",NA,"524420"
"190","S",2016,359,2016-12-24,43,"524420-1",0.121716848174247,"524420"
"191","L",2016,364,2016-12-29,43,"524420-1",NA,"524420"
"192","S",2017,3,2017-01-03,43,"524420-1",NA,"524420"
"193","L",2017,5,2017-01-05,43,"524420-1",NA,"524420"
"194","L",2017,14,2017-01-14,43,"524420-1",NA,"524420"
"195","L",2017,21,2017-01-21,43,"524420-1",NA,"524420"
"196","L",2017,30,2017-01-30,43,"524420-1",NA,"524420"
"197","S",2017,33,2017-02-02,43,"524420-1",0.558008339465293,"524420"
"198","L",2017,37,2017-02-06,43,"524420-1",NA,"524420"
"199","S",2017,43,2017-02-12,43,"524420-1",0.61470772261938,"524420"
"200","L",2017,46,2017-02-15,43,"524420-1",0.591295811518325,"524420"
"201","L",2017,53,2017-02-22,43,"524420-1",NA,"524420"
"202","L",2017,62,2017-03-03,43,"524420-1",0.561832711076177,"524420"
"203","S",2017,63,2017-03-04,43,"524420-1",0.605002734098881,"524420"
"204","L",2017,69,2017-03-10,43,"524420-1",NA,"524420"
"205","S",2017,73,2017-03-14,43,"524420-1",NA,"524420"
"206","L",2017,78,2017-03-19,43,"524420-1",0.515822613771484,"524420"
"207","S",2017,83,2017-03-24,43,"524420-1",0.418745059557882,"524420"
"208","L",2017,85,2017-03-26,43,"524420-1",NA,"524420"
"209","S",2017,93,2017-04-03,43,"524420-1",0.198048643291458,"524420"
"210","L",2017,94,2017-04-04,43,"524420-1",NA,"524420"
"211","L",2017,101,2017-04-11,43,"524420-1",NA,"524420"
"212","S",2017,103,2017-04-13,43,"524420-1",0.157840954709682,"524420"
"213","L",2017,110,2017-04-20,43,"524420-1",0.131246990348177,"524420"
"214","S",2017,113,2017-04-23,43,"524420-1",NA,"524420"
"215","L",2017,117,2017-04-27,43,"524420-1",NA,"524420"
"216","S",2017,123,2017-05-03,43,"524420-1",0.0994642355898901,"524420"
"217","S",2017,133,2017-05-13,43,"524420-1",NA,"524420"
"218","S",2017,143,2017-05-23,43,"524420-1",0.100265704115907,"524420"
"219","S",2017,153,2017-06-02,43,"524420-1",NA,"524420"
"220","S",2017,163,2017-06-12,43,"524420-1",0.16752428307123,"524420"
"221","L",2013,106,2013-04-16,43,"524432-1",NA,"524432"
"222","L",2013,115,2013-04-25,43,"524432-1",0.134544045180223,"524432"
"223","L",2013,122,2013-05-02,43,"524432-1",NA,"524432"
"224","L",2013,131,2013-05-11,43,"524432-1",NA,"524432"
"225","L",2013,138,2013-05-18,43,"524432-1",NA,"524432"
"226","L",2013,147,2013-05-27,43,"524432-1",0.0837733843291775,"524432"
"227","L",2013,154,2013-06-03,43,"524432-1",NA,"524432"
"228","L",2013,163,2013-06-12,43,"524432-1",0.100953555074725,"524432"
"229","L",2013,170,2013-06-19,43,"524432-1",NA,"524432"
"230","L",2013,179,2013-06-28,43,"524432-1",NA,"524432"
"231","L",2013,186,2013-07-05,43,"524432-1",NA,"524432"
"232","L",2013,195,2013-07-14,43,"524432-1",0.276746406407468,"524432"
"233","L",2013,202,2013-07-21,43,"524432-1",NA,"524432"
"234","L",2013,211,2013-07-30,43,"524432-1",NA,"524432"
"235","L",2013,218,2013-08-06,43,"524432-1",NA,"524432"
"236","L",2013,227,2013-08-15,43,"524432-1",NA,"524432"
"237","L",2013,234,2013-08-22,43,"524432-1",NA,"524432"
"238","L",2013,243,2013-08-31,43,"524432-1",0.748356055496676,"524432"
"239","L",2013,250,2013-09-07,43,"524432-1",NA,"524432"
"240","L",2013,259,2013-09-16,43,"524432-1",NA,"524432"
"241","L",2013,266,2013-09-23,43,"524432-1",NA,"524432"
"242","L",2013,275,2013-10-02,43,"524432-1",NA,"524432"
"243","L",2013,282,2013-10-09,43,"524432-1",NA,"524432"
"244","L",2013,291,2013-10-18,43,"524432-1",0.209929286977018,"524432"
"245","L",2013,298,2013-10-25,43,"524432-1",NA,"524432"
"246","L",2013,307,2013-11-03,43,"524432-1",NA,"524432"
"247","L",2013,314,2013-11-10,43,"524432-1",NA,"524432"
"248","L",2013,323,2013-11-19,43,"524432-1",0.11976736544654,"524432"
"249","L",2013,330,2013-11-26,43,"524432-1",NA,"524432"
"250","L",2013,339,2013-12-05,43,"524432-1",0.121235147830893,"524432"
"251","L",2013,346,2013-12-12,43,"524432-1",NA,"524432"
"252","L",2013,355,2013-12-21,43,"524432-1",NA,"524432"
"253","L",2013,362,2013-12-28,43,"524432-1",NA,"524432"
"254","L",2014,6,2014-01-06,43,"524432-1",NA,"524432"
"255","L",2014,13,2014-01-13,43,"524432-1",NA,"524432"
"256","L",2014,22,2014-01-22,43,"524432-1",NA,"524432"
"257","L",2014,29,2014-01-29,43,"524432-1",NA,"524432"
"258","L",2014,38,2014-02-07,43,"524432-1",NA,"524432"
"259","L",2014,45,2014-02-14,43,"524432-1",NA,"524432"
"260","L",2014,54,2014-02-23,43,"524432-1",NA,"524432"
"261","L",2014,61,2014-03-02,43,"524432-1",NA,"524432"
"262","L",2014,70,2014-03-11,43,"524432-1",0.319943497090269,"524432"
"263","L",2014,77,2014-03-18,43,"524432-1",NA,"524432"
"264","L",2014,86,2014-03-27,43,"524432-1",NA,"524432"
"265","L",2014,93,2014-04-03,43,"524432-1",NA,"524432"
"266","L",2014,102,2014-04-12,43,"524432-1",0.137454444570549,"524432"
"267","L",2014,109,2014-04-19,43,"524432-1",NA,"524432"
"268","L",2014,118,2014-04-28,43,"524432-1",0.0970086870078963,"524432"
"269","L",2014,125,2014-05-05,43,"524432-1",NA,"524432"
"270","L",2014,134,2014-05-14,43,"524432-1",NA,"524432"
"271","L",2014,141,2014-05-21,43,"524432-1",NA,"524432"
"272","L",2014,150,2014-05-30,43,"524432-1",0.0904467582505791,"524432"
"273","L",2014,157,2014-06-06,43,"524432-1",NA,"524432"
"274","L",2014,166,2014-06-15,43,"524432-1",0.114063187339973,"524432"
"275","L",2014,173,2014-06-22,43,"524432-1",NA,"524432"
"276","L",2014,182,2014-07-01,43,"524432-1",NA,"524432"
"277","L",2014,189,2014-07-08,43,"524432-1",NA,"524432"
"278","L",2014,198,2014-07-17,43,"524432-1",0.464848592172835,"524432"
"279","L",2014,205,2014-07-24,43,"524432-1",NA,"524432"
"280","L",2014,214,2014-08-02,43,"524432-1",0.566563683983014,"524432"
"281","L",2014,221,2014-08-09,43,"524432-1",NA,"524432"
"282","L",2014,230,2014-08-18,43,"524432-1",0.60373952603398,"524432"
"283","L",2014,237,2014-08-25,43,"524432-1",NA,"524432"
"284","L",2014,246,2014-09-03,43,"524432-1",NA,"524432"
"285","L",2014,253,2014-09-10,43,"524432-1",NA,"524432"
"286","L",2014,262,2014-09-19,43,"524432-1",0.471027433956562,"524432"
"287","L",2014,269,2014-09-26,43,"524432-1",NA,"524432"
"288","L",2014,278,2014-10-05,43,"524432-1",0.337152635952619,"524432"
"289","L",2014,285,2014-10-12,43,"524432-1",NA,"524432"
"290","L",2014,294,2014-10-21,43,"524432-1",0.276718730783421,"524432"
"291","L",2014,301,2014-10-28,43,"524432-1",NA,"524432"
"292","L",2014,310,2014-11-06,43,"524432-1",0.123490993115156,"524432"
"293","L",2014,317,2014-11-13,43,"524432-1",NA,"524432"
"294","L",2014,326,2014-11-22,43,"524432-1",NA,"524432"
"295","L",2014,333,2014-11-29,43,"524432-1",NA,"524432"
"296","L",2014,342,2014-12-08,43,"524432-1",0.143088259285442,"524432"
"297","L",2014,349,2014-12-15,43,"524432-1",NA,"524432"
"298","L",2014,358,2014-12-24,43,"524432-1",NA,"524432"
"299","L",2014,365,2014-12-31,43,"524432-1",NA,"524432"
"300","L",2015,9,2015-01-09,43,"524432-1",NA,"524432"
"301","L",2015,16,2015-01-16,43,"524432-1",NA,"524432"
"302","L",2015,25,2015-01-25,43,"524432-1",NA,"524432"
"303","L",2015,32,2015-02-01,43,"524432-1",NA,"524432"
"304","L",2015,41,2015-02-10,43,"524432-1",0.644687867757738,"524432"
"305","L",2015,48,2015-02-17,43,"524432-1",NA,"524432"
"306","L",2015,57,2015-02-26,43,"524432-1",0.642239769513952,"524432"
"307","L",2015,64,2015-03-05,43,"524432-1",NA,"524432"
"308","L",2015,73,2015-03-14,43,"524432-1",NA,"524432"
"309","L",2015,80,2015-03-21,43,"524432-1",NA,"524432"
"310","L",2015,89,2015-03-30,43,"524432-1",NA,"524432"
"311","L",2015,96,2015-04-06,43,"524432-1",NA,"524432"
"312","L",2015,105,2015-04-15,43,"524432-1",0.132381107369528,"524432"
"313","L",2015,112,2015-04-22,43,"524432-1",NA,"524432"
"314","L",2015,121,2015-05-01,43,"524432-1",0.107610493697724,"524432"
"315","L",2015,128,2015-05-08,43,"524432-1",NA,"524432"
"316","L",2015,137,2015-05-17,43,"524432-1",0.0839499658203711,"524432"
"317","L",2015,144,2015-05-24,43,"524432-1",NA,"524432"
"318","L",2015,153,2015-06-02,43,"524432-1",NA,"524432"
"319","L",2015,160,2015-06-09,43,"524432-1",NA,"524432"
"320","L",2015,169,2015-06-18,43,"524432-1",0.0961193269330986,"524432"
"321","L",2015,176,2015-06-25,43,"524432-1",NA,"524432"
"322","L",2015,185,2015-07-04,43,"524432-1",0.112759203434731,"524432"
"323","L",2015,192,2015-07-11,43,"524432-1",NA,"524432"
"324","L",2015,201,2015-07-20,43,"524432-1",NA,"524432"
"325","L",2015,208,2015-07-27,43,"524432-1",NA,"524432"
"326","L",2015,217,2015-08-05,43,"524432-1",0.390832351532257,"524432"
"327","L",2015,224,2015-08-12,43,"524432-1",NA,"524432"
"328","L",2015,233,2015-08-21,43,"524432-1",0.487247728150983,"524432"
"329","L",2015,240,2015-08-28,43,"524432-1",NA,"524432"
"330","L",2015,249,2015-09-06,43,"524432-1",0.335625816891766,"524432"
"331","L",2015,256,2015-09-13,43,"524432-1",NA,"524432"
"332","L",2015,265,2015-09-22,43,"524432-1",NA,"524432"
"333","L",2015,272,2015-09-29,43,"524432-1",NA,"524432"
"334","L",2015,281,2015-10-08,43,"524432-1",0.170575295477424,"524432"
"335","L",2015,288,2015-10-15,43,"524432-1",NA,"524432"
"336","L",2015,297,2015-10-24,43,"524432-1",0.12788672429364,"524432"
"337","L",2015,304,2015-10-31,43,"524432-1",NA,"524432"
"338","L",2015,313,2015-11-09,43,"524432-1",NA,"524432"
"339","L",2015,320,2015-11-16,43,"524432-1",NA,"524432"
"340","S",2015,324,2015-11-20,43,"524432-1",0.217027913797818,"524432"
"341","L",2015,329,2015-11-25,43,"524432-1",0.323429883821787,"524432"
"342","S",2015,334,2015-11-30,43,"524432-1",0.332197240738649,"524432"
"343","L",2015,336,2015-12-02,43,"524432-1",NA,"524432"
"344","L",2015,345,2015-12-11,43,"524432-1",NA,"524432"
"345","L",2015,352,2015-12-18,43,"524432-1",NA,"524432"
"346","L",2015,361,2015-12-27,43,"524432-1",0.687123260486692,"524432"
"347","L",2016,3,2016-01-03,43,"524432-1",NA,"524432"
"348","L",2016,12,2016-01-12,43,"524432-1",NA,"524432"
"349","L",2016,19,2016-01-19,43,"524432-1",NA,"524432"
"350","L",2016,28,2016-01-28,43,"524432-1",NA,"524432"
"351","S",2016,29,2016-01-29,43,"524432-1",0.544591597077244,"524432"
"352","L",2016,35,2016-02-04,43,"524432-1",NA,"524432"
"353","L",2016,44,2016-02-13,43,"524432-1",NA,"524432"
"354","L",2016,51,2016-02-20,43,"524432-1",NA,"524432"
"355","L",2016,60,2016-02-29,43,"524432-1",0.532847262955435,"524432"
"356","L",2016,67,2016-03-07,43,"524432-1",NA,"524432"
"357","L",2016,76,2016-03-16,43,"524432-1",NA,"524432"
"358","L",2016,83,2016-03-23,43,"524432-1",NA,"524432"
"359","S",2016,89,2016-03-29,43,"524432-1",NA,"524432"
"360","L",2016,92,2016-04-01,43,"524432-1",0.156669508455382,"524432"
"361","L",2016,99,2016-04-08,43,"524432-1",NA,"524432"
"362","L",2016,108,2016-04-17,43,"524432-1",0.101125778683216,"524432"
"363","L",2016,115,2016-04-24,43,"524432-1",NA,"524432"
"364","S",2016,119,2016-04-28,43,"524432-1",0.103362896395973,"524432"
"365","L",2016,124,2016-05-03,43,"524432-1",NA,"524432"
"366","L",2016,131,2016-05-10,43,"524432-1",NA,"524432"
"367","S",2016,139,2016-05-18,43,"524432-1",0.104823471965692,"524432"
"368","L",2016,140,2016-05-19,43,"524432-1",0.0930999409410066,"524432"
"369","L",2016,147,2016-05-26,43,"524432-1",NA,"524432"
"370","L",2016,156,2016-06-04,43,"524432-1",0.0907846172163353,"524432"
"371","S",2016,159,2016-06-07,43,"524432-1",0.105687585692637,"524432"
"372","L",2016,163,2016-06-11,43,"524432-1",NA,"524432"
"373","L",2016,172,2016-06-20,43,"524432-1",0.139504466427543,"524432"
"374","L",2016,179,2016-06-27,43,"524432-1",NA,"524432"
"375","S",2016,179,2016-06-27,43,"524432-1",NA,"524432"
"376","L",2016,188,2016-07-06,43,"524432-1",NA,"524432"
"377","L",2016,195,2016-07-13,43,"524432-1",NA,"524432"
"378","S",2016,199,2016-07-17,43,"524432-1",0.106186116136616,"524432"
"379","L",2016,204,2016-07-22,43,"524432-1",0.294952541470771,"524432"
"380","L",2016,211,2016-07-29,43,"524432-1",NA,"524432"
"381","S",2016,219,2016-08-06,43,"524432-1",NA,"524432"
"382","L",2016,220,2016-08-07,43,"524432-1",NA,"524432"
"383","L",2016,227,2016-08-14,43,"524432-1",NA,"524432"
"384","L",2016,236,2016-08-23,43,"524432-1",NA,"524432"
"385","S",2016,239,2016-08-26,43,"524432-1",0.623937977909941,"524432"
"386","L",2016,243,2016-08-30,43,"524432-1",NA,"524432"
"387","L",2016,252,2016-09-08,43,"524432-1",0.558975083846262,"524432"
"388","L",2016,259,2016-09-15,43,"524432-1",NA,"524432"
"389","S",2016,259,2016-09-15,43,"524432-1",0.55376826116766,"524432"
"390","L",2016,268,2016-09-24,43,"524432-1",NA,"524432"
"391","L",2016,275,2016-10-01,43,"524432-1",NA,"524432"
"392","S",2016,279,2016-10-05,43,"524432-1",0.434546899412747,"524432"
"393","L",2016,284,2016-10-10,43,"524432-1",0.42544515427484,"524432"
"394","S",2016,289,2016-10-15,43,"524432-1",NA,"524432"
"395","L",2016,291,2016-10-17,43,"524432-1",NA,"524432"
"396","S",2016,299,2016-10-25,43,"524432-1",0.363359235720799,"524432"
"397","L",2016,300,2016-10-26,43,"524432-1",0.35718171556027,"524432"
"398","L",2016,307,2016-11-02,43,"524432-1",NA,"524432"
"399","S",2016,309,2016-11-04,43,"524432-1",NA,"524432"
"400","L",2016,316,2016-11-11,43,"524432-1",0.264552070674659,"524432"
"401","S",2016,319,2016-11-14,43,"524432-1",NA,"524432"
"402","L",2016,323,2016-11-18,43,"524432-1",NA,"524432"
"403","S",2016,329,2016-11-24,43,"524432-1",0.0997142516966305,"524432"
