"","i","years","country","state","district","season","area","production_tonnes","yield_tn_ha","plant_dates","harvest_dates","season_length","EVI_annual_mean","EVI_annual_min","EVI_annual_max","EVI_annual_AUC","EVI_annual_5th_prct","EVI_annual_sd","EVI_annual_max_5th_prct","EVI_annual_AUC_5th_prct","EVI_growing_max_date","EVI_growing_mean","EVI_growing_min","EVI_growing_max","EVI_growing_AUC","EVI_growing_5th_prct","EVI_growing_max_5th_prct","EVI_growing_AUC_5th_prct","EVI_growing_AUC_v2","EVI_growing_AUC_leading","EVI_growing_AUC_trailing","EVI_growing_AUC_diff_mn","EVI_growing_AUC_diff_90th","EVI_all_growing_5th_prct","EVI_growing_sd","Whe_Yeild_kgha"
"33",3,2004,"India","Haryana","FARIDABAD","Rabi",135.774,526000,3.87,313,121,174,2680.00390124707,1384.82374689177,4346.1897843657,82887266818.7278,1424.76256789033,930.152366690402,3575.69925208696,12610706526.2488,33,2851.5696642256,1388.31646708546,4565.52462046853,64022.6359428039,1392.42613041487,3692.14682714959,30544.2934494441,64020.802349169,35519.4191241026,28449.503470355,9256.04047418533,1887.7306724966,1328.10851491951,1122.45009335057,NA
"34",3,2005,"India","Haryana","FARIDABAD","Rabi",104.549,383000,3.66,321,129,173,2603.40415211917,1376.73306831567,4565.52462046853,80585983267.2066,1393.65902941369,1031.58253760724,3575.69925208696,12610706526.2488,41,2427.1668646726,1273.16553788771,3900.03284910352,54332.6518098204,1290.8051792959,3692.14682714959,30544.2934494441,54341.8343293623,29110.589632004,25191.8592664484,-433.94365879814,-7802.25346048686,1328.10851491951,913.085334218103,NA
"35",3,2006,"India","Haryana","FARIDABAD","Rabi",104.82,389000,3.71,313,129,181,2511.75930708494,1273.16553788771,4166.63991294815,77883732625.6852,1325.52074008638,905.370323029422,3575.69925208696,12610706526.2488,49,2539.06608861577,1332.12480369062,4152.75570933124,59442.356664915,1361.28410711949,3692.14682714959,30544.2934494441,59453.9246132331,36175.3585881468,23237.7451595993,4675.76119629642,-2692.5486053923,1328.10851491951,1032.22429078257,NA
"36",3,2007,"India","Haryana","FARIDABAD","Rabi",103.867,485000,4.67,321,113,157,2643.99053690125,1332.12480369062,4152.75570933124,82351968854.5799,1354.16829603455,1003.1591424768,3575.69925208696,12610706526.2488,49,2453.42508565666,1286.28257099856,3687.0747447978,50204.798985431,1299.64512825546,3692.14682714959,30544.2934494441,50198.5003493723,32340.0233148223,17845.9099111637,-4561.79648318759,-11930.1062848763,1328.10851491951,864.430877405524,NA
"37",3,2008,"India","Haryana","FARIDABAD","Rabi",33.66,159000,4.72,305,129,190,2683.19862676023,1258.00745975658,3906.95702226894,83176825990.144,1276.72844359377,883.852842447566,3575.69925208696,12610706526.2488,9,2523.31394588168,1265.09535728308,4333.09866182437,61560.3785438953,1289.20775422065,3692.14682714959,30544.2934494441,61569.3174174908,22128.8179652946,39281.8710439065,6793.78307527672,-574.526726412005,1328.10851491951,1027.559557518,NA
"38",3,2009,"India","Haryana","FARIDABAD","Rabi",33.85,136000,4.02,321,129,173,2525.95956771975,1265.09535728308,4333.09866182437,78325212625.2168,1307.33825415522,996.464204633942,3575.69925208696,12610706526.2488,49,2502.05178283348,1252.96052545478,4134.14250425337,56093.361817672,1260.9610244078,3692.14682714959,30544.2934494441,56093.416302906,35360.910944184,20708.9242440029,1326.76634905343,-6041.54345263529,1328.10851491951,1048.24386305681,NA
"39",3,2010,"India","Haryana","FARIDABAD","Rabi",31.683,145000,4.58,321,121,165,2563.34920233245,1252.96052545478,4134.14250425337,79325153877.2492,1274.22677005628,996.754774750984,3575.69925208696,12610706526.2488,49,2701.15427692612,1340.84844915587,4725.57764036121,57913.7499783215,1368.99178690616,3692.14682714959,30544.2934494441,57902.7189751444,36306.2882764919,21489.3924977001,3147.15450970295,-4221.15529198577,1328.10851491951,1064.32439691544,NA
"40",3,2011,"India","Haryana","FARIDABAD","Rabi",30.475,150000,4.92,313,129,181,2692.71809151264,1340.84844915587,4725.57764036121,83810727513.7609,1389.0124721895,976.965374533718,3575.69925208696,12610706526.2488,33,2475.76985312401,1184.70272215679,3788.51639183353,57994.3161541435,1223.10227391703,3692.14682714959,30544.2934494441,58000.3978448886,29393.3344407807,28588.0448506954,3227.72068552499,-4140.58911616373,1328.10851491951,939.788925864649,NA
"41",3,NA,"India","Haryana","FARIDABAD",NA,NA,NA,NA,321,129,174,2567.82272827569,1184.70272215679,4381.79473201716,79526373035.4839,1226.51889804999,1001.34881519346,3575.69925208696,12610706526.2488,41,2619.53747375429,1327.00626554116,4395.99831501112,58747.0930200853,1346.3642029839,3692.14682714959,30544.2934494441,58742.1429377699,31935.397809945,26753.3565065215,3980.49755146679,-3387.81225022193,1328.10851491951,1019.51596080983,NA
"42",3,NA,"India","Haryana","FARIDABAD",NA,NA,NA,NA,313,121,173,2631.50173849814,1327.00626554116,4395.99831501112,85185829541.2301,1349.82427038346,979.252805780543,3575.69925208696,12610706526.2488,17,2802.93351742832,1405.92085460018,4698.08371781028,60164.5071228081,1424.69462521267,3692.14682714959,30544.2934494441,60152.8979137855,24212.3073936822,35815.4179480537,5397.91165418954,-1970.39814749918,1328.10851491951,1137.06997336039,NA
"43",3,NA,"India","Haryana","FARIDABAD",NA,NA,NA,NA,313,129,181,2619.48516211758,1333.38062753566,4698.08371781028,79444775985.406,1404.66152172491,1035.97412203638,3575.69925208696,12610706526.2488,33,2370.79304371925,1333.38062753566,4302.52233019238,38923.2792946826,1358.71891768093,3692.14682714959,30544.2934494441,38906.7553903285,17813.5803691814,21074.8313781248,-15843.3161739359,-23211.6259756247,1328.10851491951,1086.62845291117,NA
"44",3,NA,"India","Haryana","FARIDABAD",NA,NA,NA,NA,313,33,85,2558.7792817569,1460.07207826201,4335.44753631724,83982085200.8957,1466.49292304672,967.979324797003,3575.69925208696,12610706526.2488,33,2739.340425984,1493.29461130742,3994.72588666405,30103.2941944315,1493.29461130742,3692.14682714959,30544.2934494441,30110.3568776109,30103.2941944315,NA,-24663.3012741871,-32031.6110758758,1328.10851491951,905.64129003849,NA
"45",3,NA,"India","Haryana","FARIDABAD",NA,NA,NA,NA,NA,NA,NA,3638.89377577149,3402.58847009554,3994.72588666405,10016941934.5751,3402.58847009554,277.282211109171,3575.69925208696,12610706526.2488,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"46",4,2002,"India","Haryana","FATEHABAD","Rabi",172.055,715000,4.16,321,129,173,2423.53548513924,1477.3943977591,3625.6613660849,36871729501.0613,1502.41616031028,710.737177303044,3769.32209724916,15455275192.8651,41,2740.2912799748,1026.80736910149,5062.2686777275,61779.1002814901,1029.53226316168,4953.18770308123,34597.5899114395,61774.5985559901,32242.946977727,29533.6987581011,-2268.49628206946,-11390.4794113326,1051.67959778783,1437.95860769749,NA
"47",4,2003,"India","Haryana","FATEHABAD","Rabi",164.753,705000,4.28,321,129,173,2775.2436410602,985.828442146089,5062.2686777275,86580675769.8375,1002.32588738059,1380.40582500504,3769.32209724916,15455275192.8651,49,2954.96747435503,1031.48457947281,5306.62420455362,66715.4608876666,1046.54048696402,4953.18770308123,34597.5899114395,66722.5233387371,39511.1116546737,27147.9211130137,2667.86432410697,-6454.11880515622,1051.67959778783,1537.625953669,NA
"48",4,2004,"India","Haryana","FATEHABAD","Rabi",177.201,727000,4.1,321,137,182,2941.61161861951,1023.36760755584,5306.62420455362,91247717412.2166,1051.05725921138,1427.6145800676,3769.32209724916,15455275192.8651,57,3087.13996684144,997.286906557495,6053.44572290455,72809.1163908187,1046.68419880773,4953.18770308123,34597.5899114395,72814.8014221073,47419.6409669663,25295.2113577485,8761.51982725906,-360.463302004136,1051.67959778783,1687.44574494346,NA
"49",4,2005,"India","Haryana","FATEHABAD","Rabi",178.771,729000,4.08,329,137,173,2974.77539365616,997.286906557495,6053.44572290455,92519646263.8218,1089.84061337355,1509.94648315109,3769.32209724916,15455275192.8651,49,2762.68313987802,977.544351073763,5527.1117431588,62286.4390139765,1010.5828341593,4953.18770308123,34597.5899114395,62295.6043740573,35081.2182667473,27157.7802649951,-1761.15754958315,-10883.1406788463,1051.67959778783,1529.75012074046,NA
"50",4,2006,"India","Haryana","FATEHABAD","Rabi",182.508,843000,4.62,321,129,173,2987.2623049962,977.544351073763,5527.1117431588,92902022397.0267,1056.69574301515,1470.64327634521,3769.32209724916,15455275192.8651,49,3118.96696221419,1111.79530273648,5603.00963872729,70349.0918828981,1115.14356101415,4953.18770308123,34597.5899114395,70370.4785062765,41472.9007494514,28800.1611393056,6301.49531933851,-2820.48780992469,1051.67959778783,1587.60207787696,NA
"51",4,2007,"India","Haryana","FATEHABAD","Rabi",186.73,869000,4.65,321,129,173,3075.46609355436,1090.84665661136,5603.00963872729,95819046603.0997,1110.73689650219,1547.22966795647,3769.32209724916,15455275192.8651,49,2839.59133952922,1096.16628600158,5069.19660992602,64086.4243733835,1106.4384543561,4953.18770308123,34597.5899114395,64079.2681294336,37523.6015000368,26505.1554232311,38.8278098238879,-9083.15531943931,1051.67959778783,1374.5710507927,NA
"52",4,2008,"India","Haryana","FATEHABAD","Rabi",185.685,952000,5.13,313,137,190,3031.07500515206,1013.91948574302,5522.89584141349,93988417752.7158,1103.93496947497,1440.76257254685,3769.32209724916,15455275192.8651,33,2971.79524977189,997.059110823817,5485.1781512605,72989.5055709728,1033.99465057818,4953.18770308123,34597.5899114395,72999.7098157259,37532.2492250609,35425.7091942573,8941.90900741317,-180.074121850019,1051.67959778783,1670.32184554635,NA
"53",4,2009,"India","Haryana","FATEHABAD","Rabi",185.806,842000,4.53,321,137,181,2890.3822470808,997.059110823817,5485.1781512605,89589605028.8888,1064.43909071321,1532.90265105963,3769.32209724916,15455275192.8651,57,2800.29356319877,970.936148818502,5207.60068950657,66066.1321972194,991.335890971773,4953.18770308123,34597.5899114395,66062.0504510518,43597.1457877943,22459.1480896941,2018.53563365981,-7103.44749560338,1051.67959778783,1543.07887077138,NA
"54",4,2010,"India","Haryana","FATEHABAD","Rabi",186.622,950000,5.09,329,129,165,2984.53903341478,964.656726280256,5311.93683832507,92565334247.8275,995.044934999641,1525.4639668487,3769.32209724916,15455275192.8651,49,3238.04380586734,1101.86245780363,6411.44402786756,69884.2130496002,1139.781591611,4953.18770308123,34597.5899114395,69854.34826546,39595.9752759469,30179.041562847,5836.61648604059,-3285.3666432226,1051.67959778783,1668.91268409555,NA
"55",4,2011,"India","Haryana","FATEHABAD","Rabi",189.331,1e+06,5.46,329,145,181,3276.19842474663,1101.86245780363,6411.44402786756,102127213667.779,1137.35919342096,1644.82972137411,3769.32209724916,15455275192.8651,49,2945.74187456002,955.38198664081,4947.44659915248,69356.1169801596,960.697239100769,4953.18770308123,34597.5899114395,69314.5607173727,37648.3146968043,31667.9235324326,5308.52041660001,-3813.46271266318,1051.67959778783,1426.73926480432,NA
"56",4,2012,"India","Haryana","FATEHABAD","Rabi",188.02,880000,4.68,329,137,174,3072.54738638633,955.38198664081,6586.18898056578,95639089192.0614,1008.79963944552,1578.86596577565,3769.32209724916,15455275192.8651,65,2960.31872191463,976.635782518135,5466.22080011492,66716.6462383144,1011.33185376715,4953.18770308123,34597.5899114395,66737.4198664081,46434.3501813856,20175.135411283,2669.04967475484,-6452.93345450835,1051.67959778783,1560.40954877988,NA
"57",4,NA,"India","Haryana","FATEHABAD",NA,NA,NA,NA,321,145,189,2992.22127963859,976.635782518135,5632.72531387365,98053874029.5336,1047.8164978812,1557.50122897166,3769.32209724916,15455275192.8651,49,3129.98468723407,1062.09739280328,6037.38530489119,73761.2518074729,1080.13147525677,4953.18770308123,34597.5899114395,73761.7572009364,46521.9815453367,27173.8582295647,9713.65524391326,591.672114650064,1051.67959778783,1781.02600496715,NA
"58",4,NA,"India","Haryana","FATEHABAD",NA,NA,NA,NA,321,145,189,3042.17301638358,1062.09739280328,6037.38530489119,92044619247.0117,1100.68914027149,1631.53122241741,3769.32209724916,15455275192.8651,49,2614.21019017294,1052.67695180636,5575.86530201824,45862.1340484768,1052.9106083459,4953.18770308123,34597.5899114395,45817.4187459599,22677.4398375685,23213.9121204617,-18185.4625150828,-27307.445644346,1051.67959778783,1677.34901323488,NA
