"","i","years","country","state","district","season","area","production_tonnes","yield_tn_ha","plant_dates","harvest_dates","season_length","EVI_annual_mean","EVI_annual_min","EVI_annual_max","EVI_annual_AUC","EVI_annual_5th_prct","EVI_annual_sd","EVI_annual_max_5th_prct","EVI_annual_AUC_5th_prct","EVI_growing_max_date","EVI_growing_mean","EVI_growing_min","EVI_growing_max","EVI_growing_AUC","EVI_growing_5th_prct","EVI_growing_max_5th_prct","EVI_growing_AUC_5th_prct","EVI_growing_AUC_v2","EVI_growing_AUC_leading","EVI_growing_AUC_trailing","EVI_growing_AUC_diff_mn","EVI_growing_AUC_diff_90th","EVI_all_growing_5th_prct","EVI_growing_sd","Whe_Yeild_kgha"
"127",9,2008,"India","Haryana","KAITHAL","Rabi",171.933,832000,4.84,313,145,198,3118.10607719587,998.811677392232,5631.77287132555,96401920425.346,1240.79594719141,1442.82346521464,4313.69586230314,16906140221.7664,17,3183.74038197828,1121.41451346894,6011.23003912945,81415.4663909017,1179.4304134463,5418.8181895353,37797.8232759245,81422.7717517631,30961.3986187289,50318.5356204842,10003.775627236,-466.89788994586,1162.32190036542,1790.58326466445,NA
"128",9,2009,"India","Haryana","KAITHAL","Rabi",171.732,772000,4.5,321,137,181,3157.4437800588,1121.41451346894,6011.23003912945,97559966289.3329,1216.9745424118,1672.82088075068,4313.69586230314,16906140221.7664,49,3168.57539897487,1093.17887979821,6234.75070335996,74836.1283871969,1109.10611357242,5418.8181895353,37797.8232759245,74792.1590967888,45985.3413355339,28692.1077836556,3424.43762353121,-7046.23589365061,1162.32190036542,1721.83119765292,NA
"129",9,2010,"India","Haryana","KAITHAL","Rabi",177.464,835000,4.71,321,129,173,3192.62229286457,1093.17887979821,6234.75070335996,98490601441.5317,1125.27350596643,1666.43296321843,4313.69586230314,16906140221.7664,49,3463.6845653586,1317.70408757236,6692.59465446431,78161.3333424833,1327.16263784238,5418.8181895353,37797.8232759245,78170.3345725004,47683.233224445,30444.6999814403,6749.64257881761,-3721.0309383642,1162.32190036542,1811.61766654133,NA
"130",9,2011,"India","Haryana","KAITHAL","Rabi",173.134,943000,5.45,321,145,189,3313.9423206603,1182.21754034214,6692.59465446431,102783592245.514,1330.00020292339,1713.20769122274,4313.69586230314,16906140221.7664,25,3184.79933783053,1048.28999450247,5412.73086375837,78211.2646118455,1055.57187530317,5418.8181895353,37797.8232759245,78216.1096301567,30159.9439544041,47998.4559142322,6799.5738481798,-3671.09966900201,1162.32190036542,1588.01358236782,NA
"131",9,2012,"India","Haryana","KAITHAL","Rabi",172.302,806000,4.68,329,137,174,3194.80107071445,1048.28999450247,5609.33922215751,98885464657.9414,1102.58517284869,1591.95261135507,4313.69586230314,16906140221.7664,49,3279.48039520323,1099.04100507713,5861.8904537076,73973.6691285317,1113.380550076,5418.8181895353,37797.8232759245,73999.2316075413,41576.5055492058,32337.6486410823,2561.97836486602,-7908.69515231579,1162.32190036542,1662.87430292844,NA
"132",9,NA,"India","Haryana","KAITHAL",NA,NA,NA,NA,321,145,189,3203.62284806824,1099.04100507713,5878.38630973653,104503239021.519,1149.43221873686,1603.90915124128,4313.69586230314,16906140221.7664,33,3304.29811465021,1139.88655693173,6314.13067942955,77840.2904528302,1161.58140946868,5418.8181895353,37797.8232759245,77838.1280239267,38576.9183338612,39178.8767650351,6428.59968916448,-4042.07382801734,1162.32190036542,1854.07223536938,NA
"133",9,NA,"India","Haryana","KAITHAL",NA,NA,NA,NA,321,137,181,3243.15624359805,1139.88655693173,6314.13067942955,98160688216.7663,1172.84982860654,1748.12967948424,4313.69586230314,16906140221.7664,33,2942.29680268447,1168.17246062801,6070.20175920836,48727.6485456255,1184.35503670407,5418.8181895353,37797.8232759245,48689.0164521554,19623.113919716,29057.8422627493,-22684.0422180402,-33154.715735222,1162.32190036542,1816.35057524459,NA
"134",9,NA,"India","Haryana","KAITHAL",NA,NA,NA,NA,321,33,77,3047.626679215,1168.17246062801,6070.20175920836,103196668940.81,1204.4461501148,1596.0384624943,4313.69586230314,16906140221.7664,25,3687.25855839249,1508.43752223264,5548.95289913657,37222.5693143613,1508.43752223264,5418.8181895353,37797.8232759245,37154.4844666714,31725.4100688379,5425.61736409792,-34189.1214493045,-44659.7949664863,1162.32190036542,1419.26054573714,NA
"135",9,NA,"India","Haryana","KAITHAL",NA,NA,NA,NA,NA,NA,NA,5039.04056527504,4423.49149500372,5548.95289913657,14101241393.5644,4423.49149500372,440.91982471662,4313.69586230314,16906140221.7664,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"136",10,2002,"India","Haryana","KARNAL","Rabi",167.483,729000,4.35,313,129,181,3178.1082367292,1788.35729879992,4874.20184419283,48235399302.1336,1803.10115940064,1002.10858319265,4884.87334466913,16419061237.242,41,3154.01680937483,1403.40237304224,5432.1225167808,74096.1269416924,1423.60990033223,4784.72949352498,35758.1747486887,74100.5235890749,39331.111324236,34771.3703824162,3689.98673401363,-5194.72594342974,1451.21739100956,1477.90418530619,NA
"137",10,2003,"India","Haryana","KARNAL","Rabi",167.222,691000,4.13,321,129,173,3274.48676630429,1403.40237304224,5492.6380383911,102444619464.345,1441.01851007064,1471.80012270258,4884.87334466913,16419061237.242,41,3077.63693962727,1412.80562750017,5152.06351617059,69257.9535553992,1431.82733744661,4784.72949352498,35758.1747486887,69257.1547575387,38538.2649828136,30715.3200251957,-1148.18665227958,-10032.8993297229,1451.21739100956,1363.68957078585,NA
"138",10,2004,"India","Haryana","KARNAL","Rabi",170.737,715000,4.19,313,129,182,3143.54423886215,1412.80562750017,5276.03516796742,97081390136.7215,1489.62418062242,1250.74629620589,4884.87334466913,16419061237.242,41,3387.35153236956,1436.42135738016,5766.88305647841,79702.5554283532,1445.03188351753,4784.72949352498,35758.1747486887,79726.2622226624,46506.6863009646,33143.1018746087,9296.41522067435,411.702543230975,1451.21739100956,1583.056522539,NA
"139",10,2005,"India","Haryana","KARNAL","Rabi",172.756,755000,4.37,313,137,189,3220.48458747721,1436.42135738016,5766.88305647841,99681821209.5935,1488.20383212421,1438.7845031174,4884.87334466913,16419061237.242,41,3085.0372741753,1423.29816258729,5306.62446267544,75462.1722613357,1458.72231880127,4784.72949352498,35758.1747486887,75481.14969966,39327.6023892172,36034.5619025665,5056.03205365683,-3828.68062378654,1451.21739100956,1333.36309320017,NA
"140",10,2006,"India","Haryana","KARNAL","Rabi",166.697,739000,4.43,313,129,181,3297.53044016189,1423.29816258729,5429.35500061041,102289062884.991,1568.525505458,1316.78076038936,4884.87334466913,16419061237.242,49,3257.75430597589,1526.81183809072,5003.50486134653,76329.8969809512,1546.82547630348,4784.72949352498,35758.1747486887,76348.1050045509,47397.3472250665,28888.1636734668,5923.75677327238,-2960.95590417099,1451.21739100956,1260.27059390142,NA
"141",10,2007,"India","Haryana","KARNAL","Rabi",168.67,782000,4.64,313,121,173,3283.17415097197,1526.81183809072,5449.22305009297,102072010496.956,1575.28902840871,1335.29179735183,4884.87334466913,16419061237.242,49,2986.27243152506,1467.56406536036,4774.30229846091,67131.7694821747,1513.83971794698,4784.72949352498,35758.1747486887,67125.1880011493,42942.2262123896,24123.5855828264,-3274.37072550409,-12159.0834029475,1451.21739100956,1146.45772360821,NA
"142",10,2008,"India","Haryana","KARNAL","Rabi",171.983,791000,4.6,305,137,198,3110.42257802249,1428.48921282799,4980.91684895586,96275311029.0407,1527.72241372296,1185.4799822623,4884.87334466913,16419061237.242,17,3108.19308757977,1343.32722218455,5422.00820394603,79165.5521110954,1406.42251813682,4784.72949352498,35758.1747486887,79187.4358035503,32889.8417528173,46211.0132112707,8759.41190341655,-125.300774026822,1451.21739100956,1532.63791124204,NA
"143",10,2009,"India","Haryana","KARNAL","Rabi",171.412,773000,4.51,313,137,189,3174.42311593367,1343.32722218455,5422.00820394603,98170625509.7532,1449.70291273985,1510.03013106958,4884.87334466913,16419061237.242,49,3040.69906939663,1385.97568648722,5784.37879178249,74514.9343992664,1394.78320970913,4784.72949352498,35758.1747486887,74531.7767755965,46019.7104684039,28402.1268077116,4108.79419158757,-4775.9184858558,1451.21739100956,1462.62156803159,NA
"144",10,2010,"India","Haryana","KARNAL","Rabi",170.864,760000,4.45,321,129,173,3177.93265493518,1385.97568648722,5847.91492221227,98064467231.1735,1402.62047528646,1452.14000691272,4884.87334466913,16419061237.242,49,3295.6916499862,1660.59669130111,6164.53793477524,74053.3665029466,1668.55222726965,4784.72949352498,35758.1747486887,74059.8899416822,45240.8722218249,28742.5935789557,3647.2262952678,-5237.48638217557,1451.21739100956,1499.83415341069,NA
"145",10,2011,"India","Haryana","KARNAL","Rabi",171.771,975000,5.68,313,137,189,3253.27512035104,1660.59669130111,6164.53793477524,101026083016.819,1676.26772052343,1409.39181533002,4884.87334466913,16419061237.242,33,3118.07310161607,1367.35963116143,4982.84619974236,76345.8479612992,1394.94658892128,4784.72949352498,35758.1747486887,76362.4991994972,36331.9888692501,39974.9864328316,5939.70775362033,-2945.00492382304,1451.21739100956,1340.6318080081,NA
"146",10,2012,"India","Haryana","KARNAL","Rabi",172.79,808000,4.68,321,137,182,3214.28564543652,1351.74026713675,5422.55875804393,99492872934.4387,1397.24550206794,1383.25223949873,4884.87334466913,16419061237.242,49,3230.52755780053,1446.27675096617,5509.82393382602,75920.4313561489,1460.17420570886,4784.72949352498,35758.1747486887,75909.8686216015,43735.5104621577,32135.4104791107,5514.29114847005,-3370.42152897333,1451.21739100956,1434.39171078515,NA
"147",10,NA,"India","Haryana","KARNAL",NA,NA,NA,NA,313,137,189,3251.90605346296,1446.27675096617,5509.82393382602,105340898275.391,1518.45935317649,1381.50455296077,4884.87334466913,16419061237.242,33,3294.36500985205,1566.74200284765,5637.10934978643,77424.9389731127,1569.16040680724,4784.72949352498,35758.1747486887,77391.4662910969,39864.4471321297,37500.1886085793,7018.79876543391,-1865.91391200946,1451.21739100956,1520.77677963549,NA
"148",10,NA,"India","Haryana","KARNAL",NA,NA,NA,NA,313,137,189,3301.32351934357,1497.22156078378,5637.10934978643,100283077277.485,1535.61359414198,1475.60711687158,4884.87334466913,16419061237.242,33,2937.91717872732,1424.12048274459,5623.79427757814,51342.4681748365,1447.44748118517,4784.72949352498,35758.1747486887,51331.373051928,22646.8089540269,28663.3614554625,-19063.6720328423,-27948.3847102857,1451.21739100956,1537.78899464882,NA
"149",10,NA,"India","Haryana","KARNAL",NA,NA,NA,NA,321,33,77,3116.7383773538,1424.12048274459,5623.79427757814,103943287273.621,1521.14080412231,1392.25447784878,4884.87334466913,16419061237.242,25,3468.79930837362,1766.49387755102,5296.36494677605,34937.9487788915,1766.49387755102,4784.72949352498,35758.1747486887,34846.9463686506,29700.9070329732,5074.78155807173,-35468.1914287873,-44352.9041062307,1451.21739100956,1196.37617424468,NA
"150",10,NA,"India","Haryana","KARNAL",NA,NA,NA,NA,NA,NA,NA,4601.23059190454,4087.82404230795,5296.36494677605,12883912563.3651,4087.82404230795,476.134290543864,4884.87334466913,16419061237.242,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"151",11,2002,"India","Haryana","KURUKSHETRA","Rabi",108.816,472000,4.34,313,129,181,3333.78826294998,1791.52506457224,5286.68456623898,50582061905.3222,1801.93023562279,1170.04391127321,5225.21548630077,16797414266.6692,33,3203.66409241108,1388.51768488746,5479.40356333351,75292.7709482644,1405.7808602604,4798.45287807706,39318.5201461318,75297.916843136,35674.0213903696,39553.7618278446,2339.10334254729,-5560.23162505812,1415.64315797797,1494.83694992376,NA
"152",11,2003,"India","Haryana","KURUKSHETRA","Rabi",112.004,451000,4.03,313,129,181,3300.55795749537,1365.73491118022,5922.61130742049,103105187192.766,1405.8271598756,1552.31874131729,5225.21548630077,16797414266.6692,41,3063.40976139019,1416.31548152443,5168.03884876917,71960.7190345256,1446.17334088872,4798.45287807706,39318.5201461318,71956.7048653208,41944.3433178353,30011.2979931187,-992.948571191519,-8892.28353879692,1415.64315797797,1396.79444710225,NA
"153",11,2004,"India","Haryana","KURUKSHETRA","Rabi",113.851,463000,4.07,313,129,182,3184.17959332884,1416.31548152443,5600.93464155721,98218614209.5491,1491.83444994992,1345.16290891465,5225.21548630077,16797414266.6692,41,3431.48810904363,1410.12107954246,5746.01655157873,80814.4741470879,1427.55197143008,4798.45287807706,39318.5201461318,80840.6334668705,47924.3739255902,32832.1971294423,7860.80654137081,-38.5284262345958,1415.64315797797,1613.44493627034,NA
"154",11,2005,"India","Haryana","KURUKSHETRA","Rabi",109.187,499000,4.57,313,137,189,3276.80543340464,1410.12107954246,5746.01655157873,101357289507.639,1482.44016920563,1533.21330034845,5225.21548630077,16797414266.6692,41,3069.60451634062,1335.86890517105,5306.82357282168,75173.4588623748,1406.07598966844,4798.45287807706,39318.5201461318,75186.6941114042,40077.8170786105,34998.31734494,2219.79125665767,-5679.54371094774,1415.64315797797,1350.99522286808,NA
"155",11,2006,"India","Haryana","KURUKSHETRA","Rabi",110.285,514000,4.66,305,129,189,3355.68225131212,1335.86890517105,5930.95094936709,104019890024.771,1508.63790522376,1464.74422139391,5225.21548630077,16797414266.6692,25,3244.21255200201,1510.16556849929,5211.93885404038,79510.0147092568,1523.49561962996,4798.45287807706,39318.5201461318,79453.3054979048,36974.4836198615,42472.5874533733,6556.34710353968,-1342.98786406573,1415.64315797797,1306.19545856657,NA
"156",11,2007,"India","Haryana","KURUKSHETRA","Rabi",112.261,534000,4.76,313,129,181,3328.13489242686,1510.16556849929,5908.83859575141,103308393408.621,1526.2540087502,1455.43903402495,5225.21548630077,16797414266.6692,41,3002.50103917838,1324.62305624374,4780.66923198566,70589.6753985529,1384.36585314427,4798.45287807706,39318.5201461318,70580.5214349309,40733.0284563244,29847.9435203362,-2363.99220716415,-10263.3271747696,1415.64315797797,1230.0294877015,NA
"157",11,2008,"India","Haryana","KURUKSHETRA","Rabi",115.107,504000,4.38,305,145,206,3145.44949431535,1324.62305624374,5339.16229066512,97252102045.5079,1488.69391703126,1314.2340931213,5225.21548630077,16797414266.6692,25,3052.85631594178,1336.28833482684,5506.31295134679,80979.5959738076,1375.34195877919,4798.45287807706,39318.5201461318,80956.3739698882,39809.9944699741,41163.984925856,8025.92836809051,126.593400485101,1415.64315797797,1582.71778543173,NA
"158",11,2009,"India","Haryana","KURUKSHETRA","Rabi",114.204,526000,4.61,313,145,197,3236.52103930852,1336.28833482684,5923.93520666385,99947508034.711,1384.75459385378,1636.99045776174,5225.21548630077,16797414266.6692,49,3112.4405107527,1359.94391439566,6042.77128248379,79337.2971927446,1367.18974750936,4798.45287807706,39318.5201461318,79369.9956600458,49810.1445095603,29347.3741831753,6383.62958702756,-1515.70538057784,1415.64315797797,1551.4842389524,NA
"159",11,2010,"India","Haryana","KURUKSHETRA","Rabi",114.241,510000,4.46,313,137,189,3218.64343922555,1359.94391439566,6333.73634254377,99254900685.438,1379.41313847451,1584.84227733225,5225.21548630077,16797414266.6692,49,3258.26996784566,1573.11464867429,6312.36703389384,79840.0681953638,1592.06115650203,4798.45287807706,39318.5201461318,79818.4604659744,49427.5048356892,30373.4311767995,6886.40058964671,-1012.93437795869,1415.64315797797,1568.65798586037,NA
"160",11,2011,"India","Haryana","KURUKSHETRA","Rabi",112.004,609000,5.44,313,137,189,3312.42305156501,1573.11464867429,6409.4019882608,102565097305.86,1632.27256865742,1578.52448561491,5225.21548630077,16797414266.6692,33,3169.72094479423,1347.05671814875,5136.34215381372,77696.9354304086,1350.34142638764,4798.45287807706,39318.5201461318,77714.6955401551,38358.0964756638,39298.6159691847,4743.26782469147,-3156.06714291393,1415.64315797797,1407.26006534561,NA
"161",11,2012,"India","Haryana","KURUKSHETRA","Rabi",112.658,526000,4.67,313,137,190,3246.04804655109,1290.87101365242,5841.35506826208,100447632931.575,1337.47444784144,1545.23814171711,5225.21548630077,16797414266.6692,49,3184.01401296716,1399.88909388013,5528.37657477202,78146.3690780625,1404.7983026725,4798.45287807706,39318.5201461318,78143.5113594434,46954.310950914,31143.8076791487,5192.7014723454,-2706.63349526,1415.64315797797,1513.05108054663,NA
"162",11,NA,"India","Haryana","KURUKSHETRA",NA,NA,NA,NA,313,145,197,3236.36783323046,1371.06942174899,6004.61980355721,105933748181.459,1403.98010120711,1508.2030996306,5225.21548630077,16797414266.6692,33,3244.97667040398,1355.50345263824,5739.50856570555,79635.2082633895,1417.23093142164,4798.45287807706,39318.5201461318,79591.5057907251,41599.0967569096,37954.14582343,6681.54065767245,-1217.79430993296,1415.64315797797,1602.43310567269,NA
"163",11,NA,"India","Haryana","KURUKSHETRA",NA,NA,NA,NA,313,145,197,3349.15619373715,1339.53987665384,5837.26029202467,101584035303.221,1363.20610405356,1627.00834706161,5225.21548630077,16797414266.6692,17,2913.66960245309,1370.82193874862,5804.62005165779,53819.4457086205,1386.61785356597,4798.45287807706,39318.5201461318,53805.7881785152,17608.9706960754,36056.1182147467,-19134.2218970966,-27033.556864702,1415.64315797797,1584.41383940597,NA
"164",11,NA,"India","Haryana","KURUKSHETRA",NA,NA,NA,NA,313,33,85,3185.21787033919,1370.82193874862,5904.84604020472,106161276772.13,1395.60241421116,1528.13257607677,5225.21548630077,16797414266.6692,25,3489.99933857518,1771.3496916346,5218.38558852986,38555.3135375797,1771.3496916346,4798.45287807706,39318.5201461318,38519.8937813145,33382.1561143918,5038.98310579305,-34398.3540681373,-42297.6890357427,1415.64315797797,1189.5473203869,NA
"165",11,NA,"India","Haryana","KURUKSHETRA",NA,NA,NA,NA,NA,NA,NA,4678.26708133467,4338.95113594434,5218.38558852986,13043564529.0411,4338.95113594434,358.070502761384,5225.21548630077,16797414266.6692,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"166",12,2002,"India","Haryana","MAHENDRAGARH","Rabi",45.594,182000,3.99,305,145,205,1720.81289515883,1228.94843524035,2738.20796413809,25847371236.5126,1232.14800717302,381.610592080605,2808.30762934284,10946943963.2645,49,2032.05502116995,1107.99038583907,3547.84789726384,53695.0546928333,1119.74896858911,3439.45081043559,30474.2510156685,53693.8165891164,33255.0715774343,20351.0783514351,-2456.03333568796,-11221.2320069048,1204.19408515069,871.885319112314,NA
"167",12,2003,"India","Haryana","MAHENDRAGARH","Rabi",42.954,170000,3.96,305,129,189,2261.82567464856,1107.99038583907,3893.16051839852,69821162205.1766,1122.95460982241,914.475384061951,2808.30762934284,10946943963.2645,17,2377.14946979677,1197.15302828715,3835.63647303865,58108.7835576794,1219.03167235495,3439.45081043559,30474.2510156685,58092.0356978897,25298.8098832227,32719.6975567892,1957.69552915813,-6807.50314205874,1204.19408515069,943.48142033331,NA
"168",12,2004,"India","Haryana","MAHENDRAGARH","Rabi",40.575,154000,3.8,305,129,190,2234.32822736497,1188.85010701683,3835.63647303865,68841345301.0949,1220.85489269393,875.772487065008,2808.30762934284,10946943963.2645,17,2395.75380343611,1196.53079192457,3688.79901660207,58589.4980037086,1211.48372071499,3439.45081043559,30474.2510156685,58587.57204836,26354.305260681,32173.6191936042,2438.40997518729,-6326.78869602958,1204.19408515069,956.553400955632,NA
"169",12,2005,"India","Haryana","MAHENDRAGARH","Rabi",38.345,157000,4.09,305,129,189,2316.32149610804,1196.53079192457,3688.79901660207,71355950402.4279,1214.21003065888,815.186264722048,2808.30762934284,10946943963.2645,33,2374.16825714588,1164.38954127379,3783.34819228322,57975.6244948681,1165.51076068722,3439.45081043559,30474.2510156685,57974.5758630682,33334.0479481613,24566.0579006328,1824.53646634685,-6940.66220487002,1204.19408515069,917.218035377497,NA
"170",12,2006,"India","Haryana","MAHENDRAGARH","Rabi",43.627,175000,4.01,297,137,205,2274.53528902117,1160.48798519118,3795.35995688306,70009607618.1062,1165.60419563834,917.364075977628,2808.30762934284,10946943963.2645,49,2369.31863408306,1214.54782206282,3739.34137791404,62650.5692320489,1233.24521200902,3439.45081043559,30474.2510156685,62661.7473095177,41252.0955949533,21346.3562124202,6499.48120352764,-2265.71746768922,1204.19408515069,976.308181443923,NA
"171",12,2007,"India","Haryana","MAHENDRAGARH","Rabi",46.916,175000,3.73,305,113,173,2357.89098230827,1214.54782206282,3739.34137791404,72838607494.1303,1238.38399780182,919.353395713274,2808.30762934284,10946943963.2645,17,2364.36609567576,1202.33271244288,3444.12850118586,53077.1514309305,1207.66149707873,3439.45081043559,30474.2510156685,53078.9673457962,23658.0047181736,29376.8558825377,-3073.93659759075,-11839.1352688076,1204.19408515069,870.231046501367,NA
"172",12,2008,"India","Haryana","MAHENDRAGARH","Rabi",42.601,201000,4.72,305,145,206,2478.19399779328,1100.74904841789,3769.10370550838,76553936422.3759,1169.46760513681,877.190323231363,2808.30762934284,10946943963.2645,9,2346.4561201106,1194.62414531151,4130.25981373286,61973.7781604305,1207.11155087638,3439.45081043559,30474.2510156685,61965.0880375717,24097.4402198563,37781.7725584041,5822.69013190924,-2942.50853930763,1204.19408515069,1039.93990185634,NA
"173",12,2009,"India","Haryana","MAHENDRAGARH","Rabi",40.736,159000,3.9,297,137,205,2288.14060569317,1194.62414531151,4130.25981373286,70286449798.2346,1208.08539885463,996.566151438806,2808.30762934284,10946943963.2645,361,2237.57750822452,1143.14518424249,3658.13416939235,59126.8620518251,1160.25685775438,3439.45081043559,30474.2510156685,59128.7477749919,16564.0358702352,42464.3603979193,2975.77402330383,-5789.42464791303,1204.19408515069,970.340728000201,NA
"174",12,2010,"India","Haryana","MAHENDRAGARH","Rabi",46.017,213000,4.63,305,121,181,2413.98605875915,1143.14518424249,4243.01743025577,74240750066.8939,1160.3851558975,1015.3094430082,2808.30762934284,10946943963.2645,41,2758.9886027053,1250.87854457107,4397.99899341671,64784.6112523332,1304.37795163996,3439.45081043559,30474.2510156685,64785.2862034589,40326.2271061295,24425.9337359034,8633.52322381187,-131.675447404996,1204.19408515069,1108.83565970987,NA
"175",12,2011,"India","Haryana","MAHENDRAGARH","Rabi",41.029,189000,4.61,305,145,205,2673.00470175059,1225.24516688841,4397.99899341671,82566565058.1772,1314.10511656158,1067.92408708909,2808.30762934284,10946943963.2645,33,2474.30118754311,1209.77820327414,3803.06866431422,65348.9345983546,1231.45181003066,3439.45081043559,30474.2510156685,65355.843980133,34708.0810370699,30587.1520334414,9197.84656983327,432.6478986164,1204.19408515069,971.142576175361,NA
"176",12,2012,"India","Haryana","MAHENDRAGARH","Rabi",42.876,205000,4.78,321,137,182,2426.80592839887,1209.77820327414,4168.38993155222,74870014430.2903,1250.46650951582,973.890809569221,2808.30762934284,10946943963.2645,33,2566.88246455122,1279.90715566611,4120.22045467692,60127.4182076716,1287.68016023602,3439.45081043559,30474.2510156685,60114.2139152385,27500.9098918071,32535.3199404233,3976.33017915029,-4788.86849206658,1204.19408515069,996.340736092294,NA
"177",12,NA,"India","Haryana","MAHENDRAGARH",NA,NA,NA,NA,305,129,189,2556.63797684578,1275.57561173136,4996.94793547193,83826385986.6711,1286.97352345693,1050.17504380638,2808.30762934284,10946943963.2645,33,2526.19747873272,1300.38987678602,3989.83087869497,59118.3725214064,1311.26593509574,3439.45081043559,30474.2510156685,59134.5604359611,33301.3444671345,25771.2484682192,2967.28449288513,-5797.91417833174,1204.19408515069,991.181104111792,NA
"178",12,NA,"India","Haryana","MAHENDRAGARH",NA,NA,NA,NA,297,137,205,2458.35952508698,1290.89239312778,4624.12564517996,74243347312.6407,1310.27720252213,1046.23654479093,2808.30762934284,10946943963.2645,33,2150.31620061318,1299.82756985018,3880.11793833517,41652.6605219766,1308.6995505293,3439.45081043559,30474.2510156685,41643.8165384393,21302.31767916,20259.737651836,-14498.4275065447,-23263.6261777616,1204.19408515069,882.626578864075,NA
"179",12,NA,"India","Haryana","MAHENDRAGARH",NA,NA,NA,NA,305,33,93,2346.22954660672,1276.40523654707,4701.3757981713,76146926475.4038,1288.52474576271,1001.69158432342,2808.30762934284,10946943963.2645,25,2482.27532192252,1355.94791461792,3439.20461618557,29885.9136732312,1355.94791461792,3439.45081043559,30474.2510156685,29878.9760034112,26455.2134735243,3432.23153236536,-26265.1743552901,-35030.373026507,1204.19408515069,837.173456412263,NA
"180",12,NA,"India","Haryana","MAHENDRAGARH",NA,NA,NA,NA,NA,NA,NA,3339.30175507607,3114.50004049286,3439.20461618557,9291340932.90356,3114.50004049286,139.864467840133,2808.30762934284,10946943963.2645,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"181",13,NA,"India","Haryana","MEWAT",NA,NA,NA,NA,313,137,189,2226.96097380251,1588.39254321472,3233.96718594992,33660278343.5459,1602.22783714015,534.591547878095,3315.26660444499,13001129161.0512,49,2467.41248292954,1188.90491128321,4313.36357002037,60313.7176754016,1226.85494886122,3781.45070690237,34983.4091685109,60296.6633459897,37393.8291051815,22816.509276728,1800.36192733845,-4864.31476436716,1262.59112287466,1060.65643298959,NA
"182",13,NA,"India","Haryana","MEWAT",NA,NA,NA,NA,313,121,173,2591.83621522407,1154.6324761189,4313.36357002037,80169168955.4502,1178.04433606727,1029.23159450558,3315.26660444499,13001129161.0512,17,2683.53691716661,1271.32712479169,4342.24577111176,60277.4853691495,1327.42950037578,3781.45070690237,34983.4091685109,60248.3686324853,23865.8238546657,36256.1461284135,1764.12962108642,-4900.5470706192,1262.59112287466,1066.5181000225,NA
"183",13,NA,"India","Haryana","MEWAT",NA,NA,NA,NA,305,121,182,2577.27339588438,1242.90614209936,4342.24577111176,79492067024.6942,1280.47268405058,963.034316401286,3315.26660444499,13001129161.0512,33,2779.98911326776,1307.56863706173,4404.76396649566,65147.4503510691,1315.47963543879,3781.45070690237,34983.4091685109,65162.9095077825,38997.6861984027,26090.3537739379,6634.09460300596,-30.5820886996516,1262.59112287466,1119.86041384612,NA
"184",13,2005,"India","Haryana","MEWAT","Rabi",89.998,276000,3.07,313,137,189,2548.74687139344,1287.18583145443,4404.76396649566,78681895941.1733,1303.40032458691,998.919631741735,3315.26660444499,13001129161.0512,33,2406.90739983601,1242.62276029583,3833.35513947434,58657.8997101838,1244.12737749022,3781.45070690237,34983.4091685109,58650.7593568017,30109.6608932038,28501.7972047611,144.543962120719,-6520.1327295849,1262.59112287466,900.996093818871,NA
"185",13,2006,"India","Haryana","MEWAT","Rabi",93.462,289000,3.09,305,129,189,2443.43814638067,1242.62276029583,4161.6364300911,75494944993.3465,1279.79253450097,925.890678606364,3315.26660444499,13001129161.0512,49,2522.54662511518,1272.44715659685,4064.19103791567,61710.7631358986,1280.46586718078,3781.45070690237,34983.4091685109,61690.8470425557,40101.7169561289,21557.2274149741,3197.4073878355,-3467.26930387012,1262.59112287466,1042.03706193273,NA
"186",13,NA,"India","Haryana","MEWAT",NA,NA,NA,NA,313,113,165,2609.11161707586,1272.44715659685,4162.53942035302,80981779579.044,1300.30681087911,1010.25397527237,3315.26660444499,13001129161.0512,49,2547.80642161669,1237.93091091287,3778.71889466174,54680.6814242568,1249.48424391944,3781.45070690237,34983.4091685109,54685.2934164249,37358.3411117003,17305.3322696551,-3832.67432380631,-10497.3510155119,1262.59112287466,930.203774862798,NA
"187",13,NA,"India","Haryana","MEWAT",NA,NA,NA,NA,305,137,198,2710.47756413296,1147.46374538444,4046.96137090065,83837942287.782,1226.17823579388,917.877170690855,3315.26660444499,13001129161.0512,9,2569.44556930827,1213.76104739187,4740.31272533194,65278.5164454962,1241.46348397216,3781.45070690237,34983.4091685109,65272.7264112254,25376.7524481492,39723.6061902781,6765.16069743306,100.484005727449,1262.59112287466,1101.26462049234,NA
