"","i","years","country","state","district","season","area","production_tonnes","yield_tn_ha","plant_dates","harvest_dates","season_length","VEG_annual_mean","VEG_annual_min","VEG_annual_max","VEG_annual_AUC","VEG_annual_5th_prct","VEG_annual_sd","VEG_annual_max_5th_prct","VEG_annual_AUC_5th_prct","VEG_growing_max_date","VEG_growing_mean","VEG_growing_min","VEG_growing_max","VEG_growing_AUC","VEG_growing_5th_prct","VEG_growing_max_5th_prct","VEG_growing_AUC_5th_prct","VEG_growing_AUC_v2","VEG_growing_AUC_leading","VEG_growing_AUC_trailing","VEG_growing_AUC_diff_mn","VEG_growing_AUC_diff_90th","VEG_all_growing_5th_prct","VEG_growing_sd","Whe_Yeild_kgha","yield_tn_ha_dual"
"174",12,2010,"India","Haryana","MAHENDRAGARH","Rabi",46.017,213000,4.63,305,129,189,3573.80284227652,1729.09571354197,5457.68275215772,109968040916.316,1742.87791461792,1357.89328280731,4127.8479364243,16450283266.8848,41,4125.99051205822,1952.63555272748,6321.70671402622,100784.23639014,1976.80096488691,4924.84153294383,48205.9217572759,100783.276337282,61772.4657597534,38967.5727890922,14702.7869805742,132.746734289482,1839.34551049922,1550.80712708241,NA,4.63
"175",12,2011,"India","Haryana","MAHENDRAGARH","Rabi",41.029,189000,4.61,297,145,213,3908.64048587999,1952.63555272748,6321.70671402622,120686598183.105,2029.26661537572,1429.11058415213,4127.8479364243,16450283266.8848,33,3676.65411276328,1872.28959333603,5404.78592914825,100611.088475849,1879.69714091216,4924.84153294383,48205.9217572759,100606.36585925,55277.0510120465,45304.837473461,14529.6390662835,-40.4011800011358,1839.34551049922,1329.16193385322,NA,4.61
"176",12,2012,"India","Haryana","MAHENDRAGARH","Rabi",42.876,205000,4.78,321,137,182,3549.32288236337,1862.02334702378,5683.07863047959,109489464732.876,1870.38218950657,1315.01352263223,4127.8479364243,16450283266.8848,49,3923.67226516289,1935.60542604269,5891.5118124812,91784.7813805845,1957.90610458726,4924.84153294383,48205.9217572759,91755.7931800044,54485.7240082212,37238.9026507355,5703.33197101892,-8866.70827526574,1839.34551049922,1393.28745118514,NA,4.78
"177",12,NA,"India","Haryana","MAHENDRAGARH",NA,NA,NA,NA,305,129,189,3829.82427869853,1910.31995881203,6586.33770772578,123014638144.067,1955.87877017412,1396.24487887169,4127.8479364243,16450283266.8848,41,3953.89170122191,2054.50044542141,5919.74979753338,92477.9620357473,2058.13586683635,4924.84153294383,48205.9217572759,92479.0559343181,58017.208317112,34444.0359188337,6396.51262618173,-8173.52762010293,1839.34551049922,1405.26230576359,NA,NA
"178",12,NA,"India","Haryana","MAHENDRAGARH",NA,NA,NA,NA,305,137,197,3690.90029051344,2013.55243824839,5919.74979753338,111675438927.461,2036.18141377914,1396.08150175106,4127.8479364243,16450283266.8848,33,3402.64652951333,2050.52282061665,5433.76443570313,62400.8931969536,2055.45330942327,4924.84153294383,48205.9217572759,62406.0787221298,30933.6968122257,31406.9187660123,-23680.556212612,-38250.5964588967,1839.34551049922,1208.1216038625,NA,NA
"179",12,NA,"India","Haryana","MAHENDRAGARH",NA,NA,NA,NA,305,33,93,3500.15521864177,1914.37991554347,6057.50491120495,113424764489.605,2025.13288452265,1225.52592225089,4127.8479364243,16450283266.8848,33,3948.59070770159,2446.70336090704,5299.5301209001,47458.8179972929,2446.70336090704,4924.84153294383,48205.9217572759,47458.5624592172,47458.8179972929,NA,-38622.6314122727,-53192.6716585574,1839.34551049922,1090.8111203426,NA,NA
"180",12,NA,"India","Haryana","MAHENDRAGARH",NA,NA,NA,NA,NA,NA,NA,5060.27889314328,4796.08624978307,5299.5301209001,14003399010.7247,4796.08624978307,189.949251662945,4127.8479364243,16450283266.8848,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"181",13,NA,"India","Haryana","MEWAT",NA,NA,NA,NA,313,137,189,3271.07471534016,2254.39264585717,4638.64922828917,49599155074.2234,2300.04550982747,766.696374137349,4734.34832795021,19269305796.7141,49,3734.31466502091,1657.28167173153,5922.28986264963,91239.0736789288,1750.76089272294,5462.94775675587,55033.2904548912,91207.0735986954,57501.5981039653,33628.0091217135,372.930605353569,-9053.01860435811,1878.33504885142,1505.56551820873,NA,NA
"182",13,NA,"India","Haryana","MEWAT",NA,NA,NA,NA,313,129,181,3801.01679297258,1609.92916816434,5922.28986264963,117345772415.545,1645.63527105186,1436.60522125442,4734.34832795021,19269305796.7141,33,4044.58109311566,1841.08944656842,6371.70135938828,94761.8850653768,1861.6245052228,5462.94775675587,55033.2904548912,94744.3400465303,51076.696144046,43656.0178474306,3895.74199180161,-5530.20721791007,1878.33504885142,1615.18312857801,NA,NA
"183",13,NA,"India","Haryana","MEWAT",NA,NA,NA,NA,305,121,182,3813.50354209328,1841.08944656842,6371.70135938828,117411960972.221,1867.26355912819,1444.12303812945,4734.34832795021,19269305796.7141,33,4233.72643426773,1955.00098029605,6270.33982507162,99133.0842255655,1965.97063141958,5462.94775675587,55033.2904548912,99152.0938762887,59244.1386698273,39833.3083330517,8266.94115199028,-1159.0080577214,1878.33504885142,1595.08774526216,NA,NA
"184",13,2005,"India","Haryana","MEWAT","Rabi",89.998,276000,3.07,313,137,189,3752.8226171519,1830.1632846453,6270.33982507162,115713522928.914,1868.14836998551,1390.78076886827,4734.34832795021,19269305796.7141,33,3673.06465951032,1856.6942892309,5635.88432506617,89450.80503344,1858.01956453071,5462.94775675587,55033.2904548912,89445.286040852,47060.3752670331,42303.5393818973,-1415.33804013522,-10841.2872498469,1878.33504885142,1321.30485523902,NA,3.07
"185",13,2006,"India","Haryana","MEWAT","Rabi",93.462,289000,3.09,305,129,189,3581.52896455854,1856.6942892309,5635.88432506617,110409475464.632,1873.61872910063,1276.83737817813,4734.34832795021,19269305796.7141,49,3877.45769548326,1940.73586467558,5984.34725353723,94720.2343435281,1953.39178076223,5462.94775675587,55033.2904548912,94708.4815825852,61819.3059845898,32811.5384534591,3854.09126995286,-5571.85793975882,1878.33504885142,1483.83369760644,NA,3.09
"186",13,NA,"India","Haryana","MEWAT",NA,NA,NA,NA,313,121,173,3816.71298504439,1883.95462318509,5984.34725353723,118200242727.829,1885.40835048851,1353.15730482954,4734.34832795021,19269305796.7141,33,3816.6294441154,1788.96339138864,5453.84583210796,85623.7549661057,1833.5129181235,5462.94775675587,55033.2904548912,85611.8118931715,46792.2781018629,38816.7162323008,-5242.38810746954,-14668.3373171812,1878.33504885142,1353.01348338211,NA,NA
"187",13,NA,"India","Haryana","MEWAT",NA,NA,NA,NA,305,137,198,3964.8781943479,1788.96339138864,5595.6402248996,122329311798.254,1870.84984260802,1235.41343711691,4734.34832795021,19269305796.7141,17,3928.99523903212,1831.66233157969,6189.99606792362,99843.191879728,1843.39960025706,5462.94775675587,55033.2904548912,99802.6949199731,46652.9228254359,53171.2880877812,8977.04880615283,-448.900403558844,1878.33504885142,1602.47270233357,NA,NA
"188",13,NA,"India","Haryana","MEWAT",NA,NA,NA,NA,305,129,189,3728.06502295541,1831.66233157969,6189.99606792362,114888799050.802,1847.47352492675,1442.19910912654,4734.34832795021,19269305796.7141,41,3984.73016766824,1822.35414828612,6085.62826084589,97410.412721163,1822.41999803941,5462.94775675587,55033.2904548912,97356.5627235492,61005.2472978521,36381.3376953331,6544.2696475878,-2881.67956212387,1878.33504885142,1625.85154528794,NA,NA
"189",13,2010,"India","Haryana","MEWAT","Rabi",72.167,306000,4.24,313,129,181,3917.88875696811,1821.39058262262,6085.62826084589,120713866662.124,1822.42548551885,1494.72426014726,4734.34832795021,19269305796.7141,49,4279.9306845656,1958.63376139594,6693.0985524295,100207.623847311,1992.92524207866,5462.94775675587,55033.2904548912,100182.706191574,65708.9857551208,34397.2788029478,9341.48077373613,-84.4684359755483,1878.33504885142,1604.75998886778,NA,4.24
"190",13,2011,"India","Haryana","MEWAT","Rabi",71.378,312000,4.37,305,145,205,4042.44760416113,1958.63376139594,6693.0985524295,125093709023.081,2014.16908255182,1421.0859543701,4734.34832795021,19269305796.7141,33,3811.17122828767,1784.31724558594,5835.41928351251,100569.631430064,1796.62533302835,5462.94775675587,55033.2904548912,100570.054189048,54067.5625219188,46478.4693806435,9703.48835648845,277.539146776777,1878.33504885142,1457.0062883929,NA,4.37
"191",13,2012,"India","Haryana","MEWAT","Rabi",71.677,296000,4.13,313,129,182,3811.31575705391,1784.31724558594,6313.19950067594,117570386243.494,1798.77966974915,1438.46447080228,4734.34832795021,19269305796.7141,41,4151.16154915822,2005.74051563572,6254.00458560708,97261.2487115337,2029.86410428172,5462.94775675587,55033.2904548912,97218.152577634,56555.5409303779,40692.4251245978,6395.10563795849,-3030.84357175318,1878.33504885142,1455.14582240297,NA,4.13
"192",13,NA,"India","Haryana","MEWAT",NA,NA,NA,NA,305,129,189,3987.74803508176,1967.92725114096,6254.00458560708,127316165683.955,2027.67105076844,1412.34597358671,4734.34832795021,19269305796.7141,41,4277.06795125651,2086.69983334967,6624.26899323596,100092.155219904,2101.64790107724,5462.94775675587,55033.2904548912,100110.801145703,63751.9298900082,36293.5449087333,9226.01214632849,-199.937063383186,1878.33504885142,1664.82217005343,NA,NA
"193",13,NA,"India","Haryana","MEWAT",NA,NA,NA,NA,305,137,197,3907.4853658595,1994.34519491553,6624.26899323596,118185226841.509,2047.61902427867,1551.7209218992,4734.34832795021,19269305796.7141,33,3675.56506328069,2177.44241849928,6257.76340010239,67432.1848412704,2189.47906850091,5462.94775675587,55033.2904548912,67446.2449051836,32660.7065988202,34707.8503293552,-23433.9582323048,-32859.9074420165,1878.33504885142,1454.22585588163,NA,NA
"194",13,NA,"India","Haryana","MEWAT",NA,NA,NA,NA,305,33,93,3857.85113453791,2113.73040769423,6257.76340010239,125810068325.636,2171.81919855352,1311.99464439943,4734.34832795021,19269305796.7141,33,4529.53803042803,2798.62819549282,6180.7642496923,54380.7170661344,2798.62819549282,5462.94775675587,55033.2904548912,54386.5033380428,54380.7170661344,NA,-36485.4260074409,-45911.3752171525,1878.33504885142,1245.67284912407,NA,NA
"195",13,NA,"India","Haryana","MEWAT",NA,NA,NA,NA,NA,NA,NA,5776.38279689355,5486.25883083358,6180.7642496923,15899322543.6575,5486.25883083358,288.66338944138,4734.34832795021,19269305796.7141,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"196",14,NA,"India","Haryana","PALWAL",NA,NA,NA,NA,313,137,189,3649.75103884427,2598.41163428299,5368.41852372667,55374774400.9743,2616.48666942235,925.190564576328,5462.81189228923,21492979970.0993,33,4207.84087097755,1773.75299108632,6911.98655798656,102913.331421916,1865.74805758139,6320.83362886696,54713.8370777938,102887.444578195,50576.1123452281,52294.3755734688,7348.66442097398,-4384.81625729377,1869.91806568473,1813.97785888797,NA,NA
"197",14,NA,"India","Haryana","PALWAL",NA,NA,NA,NA,313,129,181,4185.146562093,1721.76478859812,6911.98655798656,129286289939.847,1767.09072048239,1704.63550870337,5462.81189228923,21492979970.0993,33,4361.74667708925,1823.14009247343,7206.55500738834,102454.749979392,1844.9968706802,6320.83362886696,54713.8370777938,102452.453497675,52666.3976533765,49761.6529268561,6890.08297844966,-4843.39769981809,1869.91806568473,1987.09119464971,NA,NA
"198",14,NA,"India","Haryana","PALWAL",NA,NA,NA,NA,305,129,190,4182.22018989207,1823.14009247343,7206.55500738834,128839726461.966,1867.74099456599,1687.00899264968,5462.81189228923,21492979970.0993,33,4492.57415415415,1949.4700653034,7055.31178797845,109817.683860259,1962.29427522761,6320.83362886696,54713.8370777938,109850.046772963,61957.7333470757,47822.5803365762,14253.0168593164,2519.53618104865,1869.91806568473,1955.19938109012,NA,NA
"199",14,NA,"India","Haryana","PALWAL",NA,NA,NA,NA,321,129,173,4030.93678517495,1949.4700653034,7055.31178797845,124310436848.387,1968.5287001287,1717.16125407099,5462.81189228923,21492979970.0993,33,4101.97614384571,1852.50448067115,6481.98059964727,92162.6091704804,1859.76573001573,6320.83362886696,54713.8370777938,92136.1659754993,45085.26405202,46993.9589244804,-3402.05783046194,-15135.5385087297,1869.91806568473,1701.23289733025,NA,NA
"200",14,NA,"India","Haryana","PALWAL",NA,NA,NA,NA,313,129,181,3914.89789295643,1852.50448067115,6481.98059964727,120838111027.866,1871.75567591401,1523.46636653666,5462.81189228923,21492979970.0993,49,4240.2410303615,1951.34872968206,6851.45164211831,99513.5171513345,1988.20715834883,6320.83362886696,54713.8370777938,99516.8332533913,62899.3934720783,36541.376290173,3948.8501503922,-7784.63052787555,1869.91806568473,1855.96879811604,NA,NA
"201",14,NA,"India","Haryana","PALWAL",NA,NA,NA,NA,313,121,173,4155.38127029379,1951.34872968206,6851.45164211831,128855078923.153,2003.16665713332,1597.21308355123,5462.81189228923,21492979970.0993,49,4145.68303778095,1813.82594499261,6312.35220935221,93290.4339991093,1881.23123123123,6320.83362886696,54713.8370777938,93271.0538438891,60890.3534293114,32392.8360124137,-2274.23300183295,-14007.7136801007,1869.91806568473,1676.82983377137,NA,NA
"202",14,2008,"India","Haryana","PALWAL","Rabi",93.263,466000,5,305,129,190,4220.35815526965,1813.82594499261,6312.35220935221,130153304454.297,1964.96222532056,1485.72894742815,5462.81189228923,21492979970.0993,33,4350.22429829024,1828.30194480194,6950.99811716478,106531.33231976,1830.88933218933,6320.83362886696,54713.8370777938,106520.07156422,61263.7067380478,45196.3942326706,10966.6653188182,-766.815359449582,1869.91806568473,1948.68910201352,NA,5
"203",14,2009,"India","Haryana","PALWAL","Rabi",98.609,409000,4.15,313,137,189,3958.67400432651,1828.30194480194,6950.99811716478,122113050921.653,1838.13676295343,1732.22403079728,5462.81189228923,21492979970.0993,41,4186.36290557109,1801.32093998761,6982.21571571572,102395.745696974,1815.38497545164,6320.83362886696,54713.8370777938,102400.406401611,59730.6981272266,42630.4100154844,6831.07869603163,-4902.40198223612,1869.91806568473,2024.27233757456,NA,4.15
"204",14,2010,"India","Haryana","PALWAL","Rabi",97.589,449000,4.6,321,129,173,4113.82881102743,1801.32093998761,6982.21571571572,126722636018.825,1847.96690380857,1761.21534663757,5462.81189228923,21492979970.0993,41,4512.34979059288,1943.79848896516,7381.78165220707,101465.590242628,1944.09857476524,6320.83362886696,54713.8370777938,101446.565527751,56603.6288224684,44848.9865586105,5900.92324168613,-5832.55743658161,1869.91806568473,1950.63024263673,NA,4.6
"205",14,2011,"India","Haryana","PALWAL","Rabi",99.588,507000,5.09,313,137,189,4298.66488493236,1935.79150579151,7381.78165220707,132819305379.168,1944.18860050527,1675.30002538569,5462.81189228923,21492979970.0993,33,4274.00479844876,1734.75475475475,6551.14988798322,104707.396029579,1749.47659087659,6320.83362886696,54713.8370777938,104703.519003118,54930.2401520406,49790.1918921159,9142.72902863658,-2590.75164963117,1869.91806568473,1808.9435255725,NA,5.09
"206",14,2012,"India","Haryana","PALWAL","Rabi",96.044,442000,4.6,313,129,182,4079.62265793236,1734.75475475475,6625.17839255903,125691501280.4,1755.62715096048,1686.76052281712,5462.81189228923,21492979970.0993,41,4374.45291323069,1880.95133228467,7032.5161351828,102847.627806626,1922.25322822823,6320.83362886696,54713.8370777938,102798.094153677,59833.8576299765,42991.5406205845,7282.96080568373,-4450.51987258402,1869.91806568473,1821.44771435843,NA,4.6
"207",14,NA,"India","Haryana","PALWAL",NA,NA,NA,NA,313,121,173,4200.3092836777,1880.95133228467,7032.5161351828,133491958972.206,1935.22075647076,1698.25556968857,5462.81189228923,21492979970.0993,41,4689.43184583645,1990.27668144335,7326.58749225416,100944.946128038,2006.86397230564,6320.83362886696,54713.8370777938,100898.987202138,64066.3605975588,36815.4458117025,5380.27912709536,-6353.20155117239,1869.91806568473,2015.66048963079,NA,NA
"208",14,NA,"India","Haryana","PALWAL",NA,NA,NA,NA,313,129,181,4136.05570916554,1990.27668144335,7326.58749225416,125136824158.125,2023.91232899566,1807.72586472046,5462.81189228923,21492979970.0993,33,3931.01026096124,2097.64969731636,7057.11549644883,64670.5760210524,2100.75995995996,6320.83362886696,54713.8370777938,64638.3865770532,31289.5556386814,33315.2129912266,-30894.0909798899,-42627.5716581576,1869.91806568473,1875.198758846,NA,NA
"209",14,NA,"India","Haryana","PALWAL",NA,NA,NA,NA,313,33,85,4050.61919464858,2097.64969731636,7057.11549644883,133351742823.318,2112.35410648744,1579.46319371287,5462.81189228923,21492979970.0993,33,4905.16681286533,2423.61759378426,6917.15784832451,54189.7981860433,2423.61759378426,6320.83362886696,54713.8370777938,54191.6140333296,54189.7981860433,NA,-41374.868814899,-53108.3494931667,1869.91806568473,1633.27860023017,NA,NA
"210",14,NA,"India","Haryana","PALWAL",NA,NA,NA,NA,NA,NA,NA,6434.24125077458,5955.21368988036,6917.15784832451,17728336144.4465,5955.21368988036,401.983273061485,5462.81189228923,21492979970.0993,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"211",15,2002,"India","Haryana","PANCHKULA","Rabi",16.551,44000,2.66,345,137,157,5383.24130858069,4547.50640848317,6974.83879402101,82384364720.236,4623.2569632066,731.017728001562,5274.8962555713,20617786103.1063,33,4436.26421928765,3173.39827109267,5287.79801240517,89181.6825907143,3227.36050569326,4994.0174069961,42247.8958399576,89161.7373015364,33408.684862509,55729.0606186577,-4880.72549301972,-27289.1992077782,3368.17965896585,677.011762689168,NA,2.66
"212",15,2003,"India","Haryana","PANCHKULA","Rabi",17.362,44000,2.53,329,121,157,4787.01985187351,2933.724527432,6627.16729301639,149216013697.673,3120.53630590134,972.602235045709,5274.8962555713,20617786103.1063,33,4649.42037070035,3393.16527153234,5361.58754612546,93551.3035958246,3452.75397158699,4994.0174069961,42247.8958399576,93541.8027623876,45104.7257334247,48427.4071369577,-511.104487909441,-22919.5782026679,3368.17965896585,666.0120470707,NA,2.53
"213",15,2004,"India","Haryana","PANCHKULA","Rabi",17.523,39000,2.23,321,145,190,4982.81694492822,3354.16276603104,6880.98891429363,154802009719.953,3412.1943761379,953.334748653657,5274.8962555713,20617786103.1063,65,4804.37300156853,3363.77043321882,5653.2494581508,116042.836421373,3388.76223967757,4994.0174069961,42247.8958399576,116011.437551501,75106.5673032505,40864.8951353369,21980.4283376392,-428.045377119255,3368.17965896585,782.398591140906,NA,2.23
"214",15,2005,"India","Haryana","PANCHKULA","Rabi",16.978,32000,1.88,329,137,173,4964.21841705516,3054.1477186268,7206.80534808668,154342537149.181,3185.55528207576,1126.92339757279,5274.8962555713,20617786103.1063,33,4498.46775137465,3492.08937259333,5093.13148852761,99283.0135215943,3495.18760272318,4994.0174069961,42247.8958399576,99307.9785532835,43150.18815846,56074.1385701525,5220.60543786026,-17187.8682768982,3368.17965896585,520.169258176881,NA,1.88
"215",15,2006,"India","Haryana","PANCHKULA","Rabi",16.848,40000,2.37,329,137,173,4915.04972076652,3492.08937259333,7297.05700712589,152910010280.94,3522.40963693424,970.047711303882,5274.8962555713,20617786103.1063,49,4613.55677913162,3846.00592616506,5029.71071140321,101831.67785049,3867.49673829867,4994.0174069961,42247.8958399576,101836.268785071,52031.1592857782,49758.8561305353,7769.2697667562,-14639.2039480023,3368.17965896585,333.023971252062,NA,2.37
"216",15,2007,"India","Haryana","PANCHKULA","Rabi",15.676,41000,2.62,337,113,141,5035.68224519511,3562.57989857077,6695.27196199174,156770141926.401,3769.41414870146,862.453955483253,5274.8962555713,20617786103.1063,17,4326.40414747462,3395.21147283962,4992.1388120273,78176.5248495443,3430.06250576409,4994.0174069961,42247.8958399576,78164.0979232086,28567.5724851082,49579.295651952,-15885.8832341898,-38294.3569489483,3368.17965896585,534.43563525037,NA,2.62
"217",15,2008,"India","Haryana","PANCHKULA","Rabi",15.511,39000,2.51,321,145,190,4848.28924330231,2745.61968072764,6998.29812347273,150862298976.145,3417.37147284749,1044.45094238191,5274.8962555713,20617786103.1063,17,4420.42951061438,3270.16012356209,5379.90153803583,106354.859188153,3272.79882120907,4994.0174069961,42247.8958399576,106376.273189294,40441.3197972652,65859.697826693,12292.4511044193,-10116.0226103392,3368.17965896585,759.968731082913,NA,2.51
"218",15,2009,"India","Haryana","PANCHKULA","Rabi",15.675,38000,2.42,337,129,157,4856.0030597897,3057.84072204163,7404.40118048511,150994327535.443,3224.87205827488,1257.45779965951,5274.8962555713,20617786103.1063,1,4349.42732691674,3200.88319502075,5146.85192187968,87372.8645715499,3213.24563854311,4994.0174069961,42247.8958399576,87359.2429688132,19070.8510920754,68221.1847035445,-6689.5435121841,-29098.0172269426,3368.17965896585,718.642323384475,NA,2.42
"219",15,2010,"India","Haryana","PANCHKULA","Rabi",16.27,42000,2.58,329,121,157,4839.77331531413,3001.29953895805,7045.35850840578,150906525252.615,3200.52304622023,1018.9928223852,5274.8962555713,20617786103.1063,33,4863.97825800262,3655.16917934532,5496.71434500888,97771.4717973381,3675.382836422,4994.0174069961,42247.8958399576,97769.950404364,46803.4434811031,50956.5026964035,3709.0637136041,-18699.4100011544,3368.17965896585,607.206412989444,NA,2.58
"220",15,2011,"India","Haryana","PANCHKULA","Rabi",15.987,57000,3.57,321,145,189,5108.17952284566,3573.10338865837,6980.12569162671,158859281257.131,3647.77191728226,856.862045125003,5274.8962555713,20617786103.1063,17,4413.90141729813,3063.24902024067,5414.28870543744,106459.661766973,3109.67798983901,4994.0174069961,42247.8958399576,106465.604632851,39712.7113835366,66681.7660584499,12397.2536832388,-10011.2200315197,3368.17965896585,707.179973201376,NA,3.57
"221",15,2012,"India","Haryana","PANCHKULA","Rabi",16.823,59000,3.51,345,137,158,4737.03065770076,2843.65975103734,7269.71345231507,147213072855.791,2922.56329622703,1182.08135384216,5274.8962555713,20617786103.1063,49,4834.10978755561,3565.52733015192,5590.08807047483,97228.3739984274,3572.42836488848,4994.0174069961,42247.8958399576,97222.1604091886,46170.3711301692,50996.5257176055,3165.96591469336,-19242.5078000651,3368.17965896585,630.811031015597,NA,3.51
"222",15,NA,"India","Haryana","PANCHKULA",NA,NA,NA,NA,329,145,181,5211.70813243882,3518.1803909816,7146.2511701191,165474056524.183,3574.15362357262,895.35300864803,5274.8962555713,20617786103.1063,17,5094.01589040743,3842.3806362379,5734.47815858665,117877.316609027,4010.02029137968,4994.0174069961,42247.8958399576,117835.962594237,36976.3657847436,80859.7255563723,23814.9085252932,1406.43481053467,3368.17965896585,525.046639018623,NA,NA
"223",15,NA,"India","Haryana","PANCHKULA",NA,NA,NA,NA,321,145,189,5253.86803546315,3640.05530198248,7083.82578002037,159580527401.136,3810.67570730094,895.131933482687,5274.8962555713,20617786103.1063,65,4982.68048731814,3829.99186110855,5991.01028668958,85385.211045498,3874.20003921546,4994.0174069961,42247.8958399576,85380.7030741488,42129.8984446241,43145.4968046176,-8677.19703823603,-31085.6707529945,3368.17965896585,596.464834591842,NA,NA
"224",15,NA,"India","Haryana","PANCHKULA",NA,NA,NA,NA,337,33,61,5346.43413233091,3426.54707438713,7202.31695382974,167335684502.7,3784.66458701103,953.511572991726,5274.8962555713,20617786103.1063,353,5041.33175446054,4867.23890682657,5203.16267269414,40356.9153657688,4867.23890682657,4994.0174069961,42247.8958399576,40365.410308912,10269.6046580468,30060.8846611021,-53705.4927179652,-76113.9664327237,3368.17965896585,102.358371468846,NA,NA
"225",15,NA,"India","Haryana","PANCHKULA",NA,NA,NA,NA,NA,NA,NA,5000.00955172768,4867.23890682657,5124.6439180774,13754832923.4252,4867.23890682657,93.6306017699305,5274.8962555713,20617786103.1063,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"226",16,2002,"India","Haryana","PANIPAT","Rabi",81.137,355000,4.38,321,137,181,4212.24025712956,2880.90590344828,6070.31524198444,64237338049.7347,2897.7927862069,1002.22569210819,6118.80200468255,22527224973.9238,49,4391.64328701655,1084.41917241379,6989.26452413793,102882.616414274,1645.17652,6570.27928,53729.5805236736,102868.409219432,58132.0688394978,44701.796732312,3672.48188888868,-6957.95284679905,2107.35734344828,1922.68102909459,NA,4.38
"227",16,2003,"India","Haryana","PANIPAT","Rabi",81.294,343000,4.22,321,129,173,4441.67630572877,1084.41917241379,6989.26452413793,139398295156.335,2083.07656551724,1787.25861535979,6118.80200468255,22527224973.9238,49,4479.54973537117,2050.20030344828,7007.09064827586,100635.7649307,2069.23346206897,6570.27928,53729.5805236736,100637.988230778,61784.7170377903,38813.7694593213,1425.63040531492,-9204.8043303728,2107.35734344828,1813.84166636462,NA,4.22
"228",16,2004,"India","Haryana","PANIPAT","Rabi",83.827,362000,4.32,321,129,174,4454.02868434935,2050.20030344828,7007.09064827586,137642025012.586,2078.57923862069,1619.65556285781,6118.80200468255,22527224973.9238,41,4858.67414452774,2080.2476137931,7341.85517241379,109364.786137037,2090.62489655172,6570.27928,53729.5805236736,109314.895034483,61514.622649951,47848.6480430382,10154.6516116518,-475.783124035966,2107.35734344828,2006.80419224899,NA,4.32
"229",16,2005,"India","Haryana","PANIPAT","Rabi",82.947,365000,4.4,321,137,181,4439.84755419621,2080.2476137931,7341.85517241379,137259916444.267,2115.61104137931,1809.05030447861,6118.80200468255,22527224973.9238,41,4481.30672644252,2073.3540137931,6865.67073103448,105081.006549585,2124.44828551724,6570.27928,53729.5805236736,105101.776289793,52997.1123952463,52050.6881389206,5870.87202419966,-4759.56271148806,2107.35734344828,1770.74037643157,NA,4.4
"230",16,2006,"India","Haryana","PANIPAT","Rabi",81.598,367000,4.5,313,129,181,4588.48645414926,2073.3540137931,6865.67073103448,142003875737.975,2182.45461655172,1648.84383482191,6118.80200468255,22527224973.9238,41,4678.6285479169,2222.18179310345,6896.55804137931,109700.246618395,2223.10920689655,6570.27928,53729.5805236736,109703.354694833,60060.6854978888,49639.1435046291,10490.11209301,-140.322642677682,2107.35734344828,1762.41874194981,NA,4.5
"231",16,2007,"India","Haryana","PANIPAT","Rabi",83.945,368000,4.38,321,129,173,4577.52871344161,2222.18179310345,6961.69737096196,142097395471.003,2268.26350206897,1638.28333006153,6118.80200468255,22527224973.9238,49,4313.82671964161,2036.72684137931,6555.18286896552,96695.5950050278,2094.51851034483,6570.27928,53729.5805236736,96723.0445655502,58214.4981278116,38431.0651849365,-2514.5395203571,-13144.9742560448,2107.35734344828,1627.49591072815,NA,4.38
"232",16,2008,"India","Haryana","PANIPAT","Rabi",87.947,427000,4.86,313,129,182,4460.65755100849,2036.72684137931,6555.18286896552,137844063947.083,2194.13433517241,1560.64016982346,6118.80200468255,22527224973.9238,33,4664.16596114629,2033.14314482759,7279.956,109517.90724509,2052.74311172414,6570.27928,53729.5805236736,109528.202888201,58827.2566243317,50629.0995134139,10307.7727197053,-322.662015982467,2107.35734344828,1949.57248178174,NA,4.86
"233",16,2009,"India","Haryana","PANIPAT","Rabi",86.736,387000,4.46,313,129,181,4470.91814581306,2033.14314482759,7279.956,138179170454.819,2103.34200137931,1834.84333807833,6118.80200468255,22527224973.9238,49,4519.63728904242,2022.25142068966,7155.78537931034,106152.074005856,2047.03143172414,6570.27928,53729.5805236736,106171.029543915,67500.5979679825,38657.9237344889,6941.93948047142,-3688.4952552163,2107.35734344828,1891.0123508833,NA,4.46
"234",16,2010,"India","Haryana","PANIPAT","Rabi",86.569,399000,4.61,321,129,173,4508.63986336152,2022.25142068966,7155.78537931034,139085833152.267,2061.52833103448,1762.1645584151,6118.80200468255,22527224973.9238,57,4718.20331994003,2260.94369655172,7290.1187862069,105797.799943358,2284.0928,6570.27928,53729.5805236736,105833.303489655,70973.9512951711,34766.3903602014,6587.66541797297,-4042.76931771476,2107.35734344828,1838.39962037499,NA,4.61
